HEADER	SPOT	GRID	TOP	LEFT	BOT	RIGHT	ROW	COL	CH1I	CH1B	CH1AB	CH2I	CH2B	CH2AB	SPIX	BGPIX	EDGE	RAT2	MRAT	REGR	CORR	LFRAT	CH1GTB1	CH2GTB1	CH1GTB2	CH2GTB2	CH1EDGEA	CH2EDGEA	FLAG	CH1KSD	CH1KSP	CH2KSD	CH2KSP
SPOT	13	1	50	284	64	298	1	13	2263	76	81	1591	212	239	156	955	0	0.6305	0.7	0.5913	0.9406	0.6119	0.8269	0.8013	0.6667	0.6282	0.027	0.00219	0	0.5914	4.401E-42	0.5199	1.302E-32
SPOT	14	1	49	302	63	316	1	14	1256	79	82	866	223	236	156	988	0	0.5463	0.5899	0.4885	0.8955	0.5126	0.8654	0.7885	0.6923	0.6154	0.01281	0.006243	0	0.584	3.114E-41	0.5074	3.122E-31
SPOT	15	1	49	319	63	333	1	15	1253	79	117	1157	232	272	156	985	0	0.7879	0.8317	0.7544	0.9279	0.7999	0.8013	0.8077	0.6154	0.5769	0.03736	0.01064	0	0.5242	2.697E-33	0.4804	5.017E-28
SPOT	16	1	49	337	63	351	1	16	1191	78	114	815	227	268	156	1009	0	0.5283	0.5756	0.443	0.8991	0.4605	0.8269	0.8654	0.6859	0.6731	0.01587	-0.01239	0	0.5714	1.348E-39	0.5554	1.952E-37
SPOT	17	1	49	355	63	369	1	17	3169	77	80	872	219	232	156	988	0	0.2112	0.2303	0.2005	0.9246	0.2019	0.8654	0.75	0.7179	0.5833	0.02271	0.0001296	0	0.6326	0.000E+00	0.4828	2.584E-28
SPOT	18	1	49	372	63	386	1	18	1974	77	82	1187	225	237	156	985	0	0.5071	0.5573	0.4743	0.9431	0.4856	0.8333	0.8205	0.6603	0.6346	0.03991	-0.001339	0	0.5761	4.036E-40	0.5192	1.160E-32
SPOT	19	1	49	390	63	404	1	19	2699	80	84	991	243	252	156	988	0	0.2856	0.2914	0.2536	0.9355	0.256	0.8526	0.8462	0.75	0.6923	0.01834	-0.005389	0	0.6778	0.000E+00	0.5614	3.900E-38
SPOT	20	1	49	407	63	421	1	20	526	80	86	490	240	254	156	976	0	0.5605	0.6715	0.4804	0.826	0.526	0.8205	0.7628	0.5641	0.5385	0.009189	0.0007358	0	0.4846	1.762E-28	0.4111	1.284E-20
SPOT	21	1	49	425	63	439	1	21	2426	78	83	1335	229	246	156	966	0	0.471	0.5014	0.4335	0.9441	0.4422	0.8782	0.7628	0.75	0.5897	0.004414	0.003896	0	0.6093	1.121E-44	0.5167	2.835E-32
SPOT	22	1	49	442	63	456	1	22	814	77	81	736	225	238	156	955	0	0.6934	0.7207	0.6516	0.9133	0.6916	0.8141	0.7115	0.609	0.5577	0.003597	-0.003949	0	0.525	3.012E-33	0.4793	8.718E-28
SPOT	23	1	49	460	63	474	1	23	2636	77	80	1640	220	227	156	968	0	0.5549	0.579	0.519	0.9264	0.5379	0.8782	0.8205	0.7628	0.6859	-0.0051	-0.01309	0	0.6886	0.000E+00	0.5793	1.847E-40
SPOT	24	1	49	477	63	491	1	24	1881	77	81	1025	217	224	156	1174	0	0.4479	0.5087	0.3937	0.909	0.405	0.8718	0.8333	0.7372	0.6282	0.007266	-0.000379	0	0.6048	4.204E-45	0.5556	3.656E-38
SPOT	25	1	68	74	82	88	2	1	195	69	73	285	201	212	156	966	0	0.6667	1.087	0.3583	0.3492	1.083	0.7244	0.6987	0.5449	0.3397	0.005296	-0.006001	0	0.4353	5.045E-23	0.2427	1.890E-07
SPOT	26	1	68	91	82	105	2	2	221	68	71	416	198	205	156	709	0	1.425	1.476	1.109	0.7664	1.614	0.75	0.7628	0.6282	0.5705	-0.005148	-0.00137	0	0.4856	3.195E-27	0.4464	4.561E-23
SPOT	27	1	68	109	82	123	2	3	150	69	79	271	198	212	156	713	0	0.9012	1.063	0.7223	0.5624	1.561	0.6923	0.6603	0.5321	0.3526	-0.004482	-0.006528	0	0.3706	4.807E-16	0.2602	4.002E-08
SPOT	28	1	68	126	82	140	2	4	192	66	77	288	194	208	156	698	0	0.746	0.8592	0.5723	0.5376	1.132	0.7436	0.7115	0.6474	0.4744	-0.01508	0.01154	0	0.531	2.250E-32	0.3112	2.133E-11
SPOT	29	1	68	144	82	158	2	5	210	63	67	277	186	197	156	693	0	0.619	0.8043	0.3539	0.4576	0.5837	0.7949	0.7051	0.7436	0.4359	-0.01585	-0.02676	0	0.6233	2.102E-44	0.2772	4.054E-09
SPOT	30	1	68	161	82	175	2	6	208	66	70	291	192	203	156	689	0	0.6972	1.109	0.483	0.6859	0.6113	0.6859	0.6923	0.4615	0.3718	-0.008136	0.002843	0	0.2975	1.968E-10	0.2336	1.365E-06
SPOT	31	1	68	179	82	193	2	7	185	69	73	308	203	212	156	715	0	0.9052	1.082	0.5556	0.514	1.16	0.7692	0.7179	0.6218	0.4615	0.0003258	-6.524E-5	0	0.4759	3.398E-26	0.3301	8.006E-13
SPOT	32	1	68	197	82	211	2	8	588	68	86	426	205	272	156	693	0	0.425	0.4497	0.3539	0.808	0.3767	0.7692	0.7308	0.6154	0.5513	-0.0009107	-0.004287	0	0.5105	6.384E-30	0.4388	3.288E-22
SPOT	33	1	67	214	81	228	2	9	1295	70	90	662	206	281	156	695	0	0.3722	0.4123	0.3381	0.875	0.349	0.8269	0.7628	0.6795	0.5962	-0.002192	-0.0003558	0	0.5705	2.809E-37	0.4724	1.082E-25
SPOT	34	1	67	232	81	246	2	10	174	72	77	268	207	219	156	689	0	0.598	0.8278	0.6941	0.4813	2.045	0.7564	0.5705	0.5192	0.2692	0.01349	0.008819	0	0.3789	1.174E-16	0.1525	4.694E-03
SPOT	35	1	67	249	81	263	2	11	155	72	76	276	211	219	156	685	0	0.7831	0.9412	0.5176	0.5257	0.9575	0.6346	0.6731	0.4872	0.3269	-0.00802	-0.002626	0	0.3746	2.863E-16	0.2292	2.350E-06
SPOT	36	1	67	267	81	281	2	12	160	74	79	300	217	250	156	689	0	0.9651	1.147	0.5651	0.434	1.779	0.7308	0.7051	0.5192	0.3526	0.01429	0.008107	0	0.4101	1.933E-19	0.2426	4.434E-07
SPOT	37	1	67	284	81	298	2	13	1119	82	87	2479	249	282	156	695	0	2.15	1.292	0	0	0.2795	0.8077	0.7949	0.6795	0.6603	0.01653	-0.01111	0	0.5929	3.180E-40	0.5368	4.794E-33
SPOT	38	1	67	302	81	316	2	14	3055	84	88	2981	259	270	156	723	0	0.9162	0.9948	0.8313	0.9232	0.8927	0.8974	0.9103	0.75	0.7051	0.01001	0.01369	0	0.6348	0.000E+00	0.5992	2.339E-41
SPOT	39	1	67	319	81	333	2	15	229	78	81	389	240	247	156	710	0	0.9868	1.031	0.8756	0.6466	1.59	0.7692	0.7372	0.609	0.4872	0.007346	0.008108	0	0.4859	2.922E-27	0.3829	4.344E-17
SPOT	40	1	67	337	81	351	2	16	144	73	76	260	221	231	156	721	0	0.5493	1.523	0.4438	0.5843	0.6366	0.5769	0.5385	0.3462	0.2179	-0.001436	0.005725	0	0.201	4.950E-05	0.08342	3.207E-01
SPOT	41	1	67	355	81	369	2	17	197	71	74	254	217	225	156	693	0	0.2937	1	0.2438	0.59	0.2733	0.6667	0.5128	0.3782	0.2115	-0.004175	0.0005981	0	0.2532	1.118E-07	0.126	3.198E-02
SPOT	42	1	67	372	81	386	2	18	289	72	75	309	216	226	156	689	0	0.4286	0.5814	0.3179	0.4691	0.469	0.8526	0.6795	0.609	0.3974	0.001607	0.0007146	0	0.4992	1.369E-28	0.2648	2.384E-08
SPOT	43	1	67	390	81	404	2	19	200	76	79	292	220	231	156	693	0	0.5806	0.763	0.6475	0.6102	1.097	0.7564	0.6474	0.5705	0.3397	0.00876	-0.002264	0	0.4674	3.754E-25	0.2186	7.788E-06
SPOT	44	1	67	407	81	421	2	20	422	75	80	486	213	228	156	689	0	0.7867	0.8801	0.6725	0.787	0.8198	0.7692	0.7692	0.5833	0.5577	-0.003444	0.003289	0	0.5056	2.560E-29	0.4233	1.107E-20
SPOT	45	1	66	425	80	439	2	21	164	71	76	274	210	221	156	698	0	0.6882	0.9317	0.5001	0.4626	1.203	0.7885	0.6538	0.5769	0.3141	-0.00138	0.0108	0	0.4319	1.452E-21	0.1947	1.010E-04
SPOT	46	1	66	442	80	456	2	22	287	72	75	307	217	224	156	685	0	0.4186	0.5045	0.2672	0.3959	0.4195	0.8141	0.7115	0.6154	0.3782	0.003497	-0.002188	0	0.5103	7.780E-30	0.2747	5.997E-09
SPOT	47	1	66	460	80	474	2	23	272	74	78	263	221	227	156	700	0	0.2121	0.375	0.2615	0.5418	0.3155	0.7051	0.609	0.5256	0.2628	0.0007054	0.006139	0	0.4779	2.560E-26	0.1888	1.815E-04
SPOT	48	1	66	478	80	492	2	24	568	77	81	361	223	231	156	1019	0	0.2811	0.3442	0.2729	0.7087	0.2954	0.7692	0.6795	0.6282	0.5128	-0.002164	0.009076	0	0.5342	1.038E-34	0.4002	1.142E-19
SPOT	49	1	86	74	100	88	3	1	103	69	72	212	197	204	156	958	0	0.4412	1.671	0.6786	0.723	0.923	0.5321	0.4615	0.2244	0.1603	-0.005612	0.001774	0	0.1185	4.245E-02	0.06426	6.227E-01
SPOT	50	1	86	91	100	105	3	2	134	69	74	270	194	202	156	689	0	1.169	1.428	0.5759	0.4414	1.825	0.6859	0.6667	0.4936	0.3654	-0.002033	-0.0003714	0	0.372	4.517E-16	0.2472	2.468E-07
SPOT	51	1	86	109	100	123	3	3	127	69	73	257	190	201	156	693	0	1.155	1.288	0.8378	0.5572	1.962	0.6731	0.6154	0.4231	0.3462	-0.0007826	-0.0001664	0	0.2995	1.413E-10	0.194	1.102E-04
SPOT	52	1	85	126	99	140	3	4	175	65	68	258	182	194	156	685	0	0.6909	0.8564	0.5368	0.6009	0.8322	0.7436	0.6731	0.5321	0.359	-0.004055	0.001418	0	0.413	1.086E-19	0.2301	2.095E-06
SPOT	53	1	85	144	99	158	3	5	417	62	66	305	176	189	156	698	0	0.3634	0.3735	0.2734	0.5859	0.3176	0.8333	0.7436	0.6987	0.5128	-0.004872	-0.002698	0	0.5481	1.816E-34	0.3345	4.205E-13
SPOT	54	1	85	161	99	175	3	6	133	64	68	282	180	194	156	685	0	1.478	1.645	1.211	0.7123	2.039	0.7692	0.6859	0.4744	0.4295	-0.006508	0.002179	0	0.3492	3.408E-14	0.2508	1.576E-07
SPOT	55	1	85	179	99	193	3	7	120	68	73	263	193	205	156	709	0	1.346	1.632	0.6812	0.5016	1.796	0.6603	0.6987	0.4103	0.3397	-0.007155	-0.0008584	0	0.2592	4.638E-08	0.2297	2.026E-06
SPOT	56	1	85	197	99	211	3	8	202	69	73	288	203	215	156	700	0	0.6391	0.8654	0.4972	0.561	0.8056	0.6795	0.6603	0.5256	0.3654	-0.009248	-0.001161	0	0.4195	2.249E-20	0.2392	6.560E-07
SPOT	57	1	85	214	99	228	3	9	276	72	76	402	212	227	156	709	0	0.9314	1.299	0.847	0.8972	0.9385	0.7692	0.7051	0.5385	0.3654	0.03332	-0.008866	1	0.3977	2.152E-18	0.2265	2.956E-06
SPOT	58	1	85	232	99	246	3	10	124	73	79	234	215	225	156	713	0	0.3725	1.073	0.4916	0.5571	0.8144	0.5064	0.4423	0.3013	0.1731	0.006496	-0.002735	0	0.1765	5.743E-04	0.07509	4.514E-01
SPOT	59	1	85	249	99	263	3	11	849	73	77	393	217	224	156	698	0	0.2268	0.2707	0.2459	0.8428	0.2523	0.7436	0.6474	0.5641	0.4359	0.01005	-0.003343	0	0.5014	6.605E-29	0.3545	1.162E-14
SPOT	60	1	85	267	99	281	3	12	256	77	82	273	226	253	156	703	0	0.2626	0.419	0.2179	0.4	0.2907	0.7949	0.6154	0.5962	0.2821	0.01691	-0.009062	0	0.4517	1.413E-23	0.1694	1.111E-03
SPOT	61	1	85	284	99	298	3	13	125	82	88	278	252	285	156	689	0	0.6047	1.714	0.4544	0.4071	1.324	0.609	0.5513	0.2756	0.1987	0.00366	-0.01033	0	0.1433	9.527E-03	0.07571	4.447E-01
SPOT	62	1	85	302	99	316	3	14	182	80	85	321	262	271	156	704	0	0.5784	0.8194	0.3984	0.3515	1.449	0.7756	0.6474	0.5641	0.2436	0.004391	-0.007315	0	0.4138	7.420E-20	0.2265	3.024E-06
SPOT	63	1	85	320	99	334	3	15	139	74	79	265	233	237	156	693	0	0.4923	1.313	0.5123	0.5573	0.8688	0.641	0.5256	0.3654	0.2179	0.003665	-3.678E-5	0	0.2335	1.346E-06	0.1132	7.110E-02
SPOT	64	1	84	337	98	351	3	16	170	73	76	318	213	222	156	695	0	1.082	1.17	0.7957	0.6666	1.3	0.6859	0.6795	0.5192	0.4295	0.000775	-0.006977	0	0.4243	8.359E-21	0.3103	2.501E-11
SPOT	65	1	84	355	98	369	3	17	244	72	75	306	211	222	156	689	0	0.5523	0.6321	0.4237	0.6133	0.5653	0.7115	0.7179	0.5962	0.391	0.005415	0.0021	0	0.4712	1.589E-25	0.2813	2.262E-09
SPOT	66	1	84	372	98	386	3	18	279	71	74	303	206	219	156	685	0	0.4663	0.4919	0.3534	0.5955	0.4458	0.7179	0.75	0.5705	0.3782	0.01149	-0.002298	0	0.486	4.291E-27	0.2609	4.090E-08
SPOT	67	1	84	390	98	404	3	19	239	75	78	288	207	221	156	689	0	0.4939	0.557	0.3045	0.4808	0.4236	0.7179	0.6603	0.5	0.3397	-0.001174	0.006702	0	0.3893	1.466E-17	0.2292	2.306E-06
SPOT	68	1	84	407	98	421	3	20	408	74	78	331	206	219	156	695	0	0.3743	0.3662	0.2739	0.6616	0.3039	0.7436	0.7756	0.5962	0.5192	0.006848	-0.004429	0	0.4799	1.702E-26	0.3466	5.021E-14
SPOT	69	1	84	425	98	439	3	21	185	73	78	291	212	220	156	735	0	0.7054	0.9167	0.5819	0.5662	1.042	0.7115	0.6474	0.5192	0.359	-0.001969	-0.007789	0	0.4157	3.498E-20	0.221	5.197E-06
SPOT	70	1	84	443	98	457	3	22	285	74	78	412	216	224	156	723	0	0.9289	0.9053	0.6163	0.6459	0.9335	0.7821	0.8205	0.6282	0.5897	0.001247	0.0008386	0	0.5337	6.722E-33	0.4706	1.134E-25
SPOT	71	1	84	460	98	474	3	23	802	76	79	398	214	223	156	719	0	0.2534	0.3186	0.2272	0.7986	0.2346	0.7821	0.7179	0.6026	0.5192	0.004717	-0.004663	0	0.5215	2.119E-31	0.3892	1.110E-17
SPOT	72	1	84	478	98	492	3	24	152	76	82	270	222	230	156	1030	0	0.6316	0.9388	0.4936	0.4802	1.078	0.6923	0.6218	0.5192	0.2756	0.004538	-0.001544	0	0.3571	9.112E-16	0.1971	4.239E-05
SPOT	73	1	103	74	117	88	4	1	279	70	73	347	201	207	156	955	0	0.6986	0.8367	0.7052	0.7881	0.8685	0.7885	0.6795	0.6218	0.4744	-0.01753	0.002593	0	0.501	2.547E-30	0.3412	2.722E-14
SPOT	74	1	103	91	117	105	4	2	164	70	74	285	191	202	156	685	0	1	0.9834	0.5988	0.5617	1.12	0.7179	0.7179	0.5128	0.4808	0.009013	-0.000283	0	0.4239	1.023E-20	0.3426	1.116E-13
SPOT	75	1	103	109	117	123	4	3	5619	70	79	2208	191	203	156	709	0	0.3635	0.4183	0	0	1.882	0.9231	0.8013	0.8077	0.641	-0.03115	-0.01371	0	0.6609	0.000E+00	0.5386	2.192E-33
SPOT	76	1	103	126	117	140	4	4	297	66	82	388	182	203	156	709	0	0.8918	0.863	0.6964	0.7628	0.8869	0.7115	0.7372	0.5833	0.5385	0.008047	-0.005202	0	0.4444	7.343E-23	0.3886	1.395E-17
SPOT	77	1	103	144	117	158	4	5	304	65	79	420	175	197	156	734	0	1.025	1.224	0.8476	0.8159	1.049	0.75	0.7372	0.5385	0.5449	-0.005333	-0.009372	0	0.4196	1.485E-20	0.372	3.025E-16
SPOT	78	1	103	162	117	176	4	6	326	65	68	250	177	189	156	713	0	0.2797	0.589	0.2245	0.6325	0.2426	0.6859	0.6282	0.4359	0.3462	0.001659	0.003314	0	0.2941	2.922E-10	0.1995	5.968E-05
SPOT	79	1	103	179	117	193	4	7	143	65	68	259	192	202	156	707	0	0.859	1.032	0.7366	0.595	1.447	0.6859	0.6346	0.5321	0.3205	0.00253	-0.001529	0	0.3982	1.980E-18	0.1761	6.036E-04
SPOT	80	1	103	197	117	211	4	8	132	70	73	276	208	217	156	693	0	1.097	1.047	0.7173	0.4161	3.015	0.6795	0.641	0.4872	0.3205	0.0001144	0.008363	0	0.3559	9.291E-15	0.2025	4.596E-05
SPOT	81	1	103	214	117	228	4	9	142	73	77	355	210	219	156	689	0	2.101	2.24	1.498	0.5572	4.308	0.8269	0.7692	0.5641	0.4551	-0.01713	-0.01086	0	0.4291	3.053E-21	0.3711	5.446E-16
SPOT	82	1	103	232	117	246	4	10	165	72	76	268	219	226	156	693	0	0.5269	0.907	0.6681	0.5867	1.248	0.7372	0.5641	0.5192	0.2756	0.00344	4.157E-5	0	0.412	1.237E-19	0.1734	7.910E-04
SPOT	83	1	102	249	116	263	4	11	176	73	82	262	222	233	156	685	0	0.3883	0.6309	0.2723	0.3987	0.4323	0.6218	0.609	0.5	0.2564	0.005361	-0.001468	0	0.3397	1.871E-13	0.1809	4.048E-04
SPOT	84	1	102	267	116	281	4	12	304	76	87	343	227	236	156	710	0	0.5088	0.5552	0.5634	0.5658	0.9759	0.9231	0.6987	0.8077	0.4679	0.02368	-0.004497	0	0.7348	0.000E+00	0.3522	1.594E-14
SPOT	85	1	102	285	116	299	4	13	151	76	82	258	233	238	156	689	0	0.3333	1.104	0.6737	0.6546	1.048	0.6154	0.4615	0.3462	0.1859	0.01043	-0.001668	0	0.2112	1.819E-05	0.09386	2.017E-01
SPOT	86	1	102	302	116	316	4	14	491	74	78	340	231	240	156	695	0	0.2614	0.3136	0.241	0.679	0.2577	0.7885	0.6667	0.5897	0.3846	0.006705	-0.006865	0	0.4843	5.554E-27	0.3126	1.741E-11
SPOT	87	1	102	320	116	334	4	15	195	74	82	295	232	243	156	700	0	0.5207	0.7662	0.3175	0.362	0.7123	0.7308	0.641	0.5513	0.3141	0.005887	0.003912	0	0.4088	2.290E-19	0.204	3.848E-05
SPOT	88	1	102	337	116	351	4	16	702	75	81	363	230	240	156	709	0	0.2121	0.3037	0.1847	0.8125	0.1884	0.75	0.6859	0.5385	0.4038	0.01636	0.002158	0	0.4197	1.915E-20	0.2737	6.148E-09
SPOT	89	1	102	355	116	369	4	17	99	74	76	244	213	226	156	723	0	1.24	1.5	0.1463	0.09524	7.251	0.5833	0.609	0.2885	0.1795	0.00687	0.002756	0	0.1598	2.445E-03	0.1333	1.886E-02
SPOT	90	1	102	372	116	386	4	18	104	74	78	237	203	221	156	710	0	1.133	2.164	0.3214	0.3894	0.6274	0.4808	0.5256	0.2051	0.2179	0.0118	0.005903	0	0.09892	1.544E-01	0.07185	5.090E-01
SPOT	91	1	102	390	116	404	4	19	233	74	79	295	204	218	156	711	0	0.5723	0.6655	0.4086	0.5312	0.6175	0.7821	0.6859	0.5897	0.4167	0.0101	0.008837	0	0.471	1.221E-25	0.2563	6.785E-08
SPOT	92	1	102	407	116	421	4	20	251	71	75	364	197	212	156	689	0	0.9278	0.9308	0.6181	0.6975	0.8442	0.75	0.8205	0.5705	0.5256	0.001533	0.004714	0	0.4803	1.680E-26	0.3876	2.065E-17
SPOT	93	1	102	425	116	439	4	21	244	71	75	260	212	218	156	712	0	0.2775	0.5455	0.2518	0.4844	0.3193	0.7115	0.609	0.5577	0.2821	4.402E-5	0.006039	0	0.4196	1.915E-20	0.1928	1.185E-04
SPOT	94	1	102	443	116	457	4	22	321	74	76	260	214	221	156	693	0	0.1862	0.44	0.1601	0.5867	0.1686	0.6218	0.5705	0.3974	0.2756	-0.006703	0.003659	0	0.2835	1.615E-09	0.1573	3.166E-03
SPOT	95	1	102	460	116	474	4	23	170	75	77	309	205	217	156	689	0	1.095	1.242	0.5432	0.6275	0.8056	0.5962	0.7564	0.4103	0.4167	0.002389	0.0009761	0	0.2966	2.285E-10	0.3159	1.045E-11
SPOT	96	1	101	478	115	492	4	24	106	75	79	212	212	223	156	1019	0	0	1.281	0.3262	0.2577	2.206	0.6154	0.4615	0.3333	0.1474	0.004984	-0.003683	0	0.1773	3.346E-04	0.1118	6.283E-02
SPOT	97	1	121	74	135	88	5	1	374	73	78	345	202	212	156	970	0	0.4751	0.5187	0.4771	0.766	0.5466	0.7179	0.6923	0.5513	0.4231	-0.01161	-0.0004345	0	0.4442	5.649E-24	0.3061	1.306E-11
SPOT	98	1	121	91	135	105	5	2	291	70	73	294	194	202	156	698	0	0.4525	0.5699	0.4129	0.6424	0.5178	0.8141	0.6731	0.5641	0.4103	-0.004454	-0.002242	0	0.4786	2.232E-26	0.3018	9.513E-11
SPOT	99	1	121	109	135	123	5	3	78	70	77	192	192	198	156	715	0	0	1.099	0.3475	0.1522	11.79	0.5192	0.4744	0.2436	0.1218	0.002556	0.004967	0	0.1218	4.102E-02	0.05804	7.695E-01
SPOT	100	1	121	127	135	141	5	4	479	65	82	757	179	200	156	693	0	1.396	1.181	1.474	0.5796	3.939	0.9231	0.8846	0.8782	0.8013	0.03153	-0.0496	1	0.7652	0.000E+00	0.6942	0.000E+00
SPOT	101	1	121	144	135	158	5	5	532	65	80	301	177	198	156	698	0	0.2655	0.2974	0.2229	0.7022	0.2351	0.7372	0.75	0.609	0.4744	-0.0156	-0.01291	0	0.4756	4.725E-26	0.3202	4.858E-12
SPOT	102	1	121	162	135	176	5	6	130	66	69	253	185	192	156	693	0	1.063	1.243	0.7463	0.5312	1.888	0.6859	0.6474	0.5064	0.3654	-0.006952	-0.007354	0	0.3806	8.124E-17	0.2715	9.070E-09
SPOT	103	1	120	179	134	193	5	7	134	66	70	238	196	205	156	685	0	0.6176	1	0.2289	0.2061	1.469	0.7179	0.6538	0.4936	0.2308	-0.002724	0.004825	0	0.4067	4.200E-19	0.1665	1.480E-03
SPOT	104	1	120	197	134	211	5	8	537	69	74	350	211	221	156	689	0	0.297	0.3476	0.2739	0.7132	0.2944	0.7756	0.6987	0.6154	0.4679	0.003065	0.001717	0	0.5177	1.022E-30	0.3552	1.089E-14
SPOT	105	1	120	214	134	228	5	9	169	72	77	293	210	226	156	685	0	0.8557	1.117	0.701	0.5895	1.327	0.7051	0.641	0.5321	0.391	0.005376	-0.001683	0	0.4102	2.001E-19	0.2468	2.642E-07
SPOT	106	1	120	232	134	246	5	10	151	71	74	272	208	223	156	709	0	0.8	0.9586	0.6511	0.4518	2.059	0.7564	0.6474	0.5641	0.3333	0.008494	-0.001197	0	0.4313	1.474E-21	0.2	5.717E-05
SPOT	107	1	120	249	134	263	5	11	1713	72	79	940	208	221	156	709	0	0.4461	0.4669	0.4197	0.8713	0.4421	0.9872	0.9487	0.9423	0.859	0.04081	-0.02253	0	0.8727	0.000E+00	0.7745	0.000E+00
SPOT	108	1	120	267	134	281	5	12	644	72	82	459	216	229	156	742	0	0.4248	0.4351	0.3782	0.698	0.437	0.9551	0.891	0.9038	0.7244	0.03021	-0.02254	0	0.8384	0.000E+00	0.6064	1.539E-42
SPOT	109	1	120	285	134	299	5	13	90	72	78	228	216	228	156	713	0	0.6667	2.278	0.4612	0.3506	2.018	0.5449	0.4615	0.2115	0.1603	0.01288	-0.001844	0	0.09734	1.671E-01	0.05643	7.985E-01
SPOT	110	1	120	302	134	316	5	14	650	73	76	297	218	232	156	698	0	0.1369	0.1781	0.1323	0.5774	0.1383	0.7885	0.6603	0.6218	0.3397	0.001225	0.004892	0	0.5192	5.665E-31	0.2283	2.488E-06
SPOT	111	1	120	320	134	334	5	15	164	75	81	258	227	241	156	693	0	0.3483	0.8021	0.4317	0.5822	0.6141	0.6026	0.4872	0.3718	0.2179	0.008203	0.006841	0	0.2504	1.597E-07	0.1099	8.586E-02
SPOT	112	1	120	337	134	351	5	16	122	76	81	249	224	239	156	689	0	0.5435	0.8525	0.3939	0.3777	1.147	0.5897	0.5577	0.3654	0.1667	-0.000992	-0.001244	0	0.2575	6.394E-08	0.09216	2.189E-01
SPOT	113	1	120	355	134	369	5	17	147	74	76	272	211	225	156	703	0	0.8356	1.2	0.5256	0.4008	1.861	0.7756	0.6667	0.5705	0.3526	-0.0002981	0.002562	0	0.4539	8.509E-24	0.2135	1.346E-05
SPOT	114	1	120	372	134	386	5	18	320	73	77	416	201	220	156	689	0	0.8704	0.8933	0.7011	0.6272	1.191	0.8782	0.8718	0.8462	0.7115	0.03611	-0.01122	0	0.776	0.000E+00	0.564	2.215E-36
