Index	Label	Type	Name	ID	Integral [QL]	Area [pixel]	Bkg [QL]	Integral-Bkg [QL]	Integral/Area [QL/mm²]	Integral/Area-Bkg [QL/mm²]	Median [QL]	Median-Bkg [QL]	Normalized [%]	Normalized-Bkg [%]	Average [QL]	Average-Bkg [QL]	Average [%]	Average-Bkg [%]	Deviation [QL]	Deviation [%]	Deviation-Bkg [QL]	Deviation-Bkg [%]	Homogeneity [%]	Quality
17	1-1,17			62F1	228818.0	208	105872.0	122946.0	11000865.4	5910865.4	1073.5	564.5	--	--	--	--	--	--	--	--	--	--	4.6	
18	1-1,18			112K2	420219.0	208	112320.0	307899.0	20202836.5	14802836.5	1426.5	886.5	--	--	--	--	--	--	--	--	--	--	2.0	
19	1-1,19			177C14	231976.0	208	117104.0	114872.0	11152692.3	5522692.3	854.5	291.5	--	--	--	--	--	--	--	--	--	--	36.5	
20	1-1,20			92O1	590801.0	208	112424.0	478377.0	28403894.2	22998894.2	1881.5	1341.0	--	--	--	--	--	--	--	--	--	--	8.5	
21	1-1,21			124G14	138566.0	208	118664.0	19902.0	6661826.9	956826.9	618.0	47.5	--	--	--	--	--	--	--	--	--	--	108.2	
22	1-1,22			169A1	279165.0	208	114816.0	164349.0	13421394.2	7901394.2	965.5	413.5	--	--	--	--	--	--	--	--	--	--	8.7	
23	1-2,1			150D2	139887.0	208	87152.0	52735.0	6725336.5	2535336.5	586.5	167.5	--	--	--	--	--	--	--	--	--	--	17.5	
24	1-2,2			196K10	168903.0	208	93392.0	75511.0	8120336.5	3630336.5	601.0	152.0	--	--	--	--	--	--	--	--	--	--	18.0	
25	1-2,3			187F5	415883.0	208	97136.0	318747.0	19994375.0	15324375.0	987.0	520.0	--	--	--	--	--	--	--	--	--	--	5.3	
26	1-2,4			181O19	577983.0	208	96096.0	481887.0	27787644.2	23167644.2	1068.5	606.5	--	--	--	--	--	--	--	--	--	--	4.9	
27	1-2,5			198M14	115219.0	208	102232.0	12987.0	5539375.0	624375.0	504.5	13.0	--	--	--	--	--	--	--	--	--	--	108.8	
28	1-2,6			164C7	215584.0	208	108472.0	107112.0	10364615.4	5149615.4	627.0	105.5	--	--	--	--	--	--	--	--	--	--	107.3	
29	1-2,7			8A12	245294.0	208	103272.0	142022.0	11792980.8	6827980.8	829.0	332.5	--	--	--	--	--	--	--	--	--	--	21.8	
30	1-2,8			104G13	124964.0	208	100256.0	24708.0	6007884.6	1187884.6	506.5	24.5	--	--	--	--	--	--	--	--	--	--	78.3	
31	1-2,9			122G20	207693.0	208	105144.0	102549.0	9985240.4	4930240.4	768.5	263.0	--	--	--	--	--	--	--	--	--	--	29.1	
32	1-2,10			184F7	649116.0	208	105664.0	543452.0	31207500.0	26127500.0	768.0	260.0	--	--	--	--	--	--	--	--	--	--	21.7	
33	1-2,11			126C20	111359.0	208	99632.0	11727.0	5353798.1	563798.1	509.0	30.0	--	--	--	--	--	--	--	--	--	--	32.4	
34	1-2,12			120O7	135761.0	208	95680.0	40081.0	6526971.2	1926971.2	590.0	130.0	--	--	--	--	--	--	--	--	--	--	10.8	
35	1-2,13			32I13	480903.0	208	96824.0	384079.0	23120336.5	18465336.5	1254.5	789.0	--	--	--	--	--	--	--	--	--	--	2.5	
36	1-2,14			105C20	142741.0	208	104312.0	38429.0	6862548.1	1847548.1	613.0	111.5	--	--	--	--	--	--	--	--	--	--	42.1	
37	1-2,15			108I20	131999.0	208	105560.0	26439.0	6346105.8	1271105.8	547.5	40.0	--	--	--	--	--	--	--	--	--	--	72.3	
38	1-2,16			100G14	149841.0	208	107224.0	42617.0	7203894.2	2048894.2	538.5	23.0	--	--	--	--	--	--	--	--	--	--	67.5	
39	1-2,17			62K7	344330.0	208	107744.0	236586.0	16554326.9	11374326.9	1265.0	747.0	--	--	--	--	--	--	--	--	--	--	6.5	
40	1-2,18			112K8	136047.0	208	111696.0	24351.0	6540721.2	1170721.2	565.5	28.5	--	--	--	--	--	--	--	--	--	--	86.7	
41	1-2,19			176P17	1155341.0	208	111488.0	1043853.0	55545240.4	50185240.4	1699.5	1163.5	--	--	--	--	--	--	--	--	--	--	7.5	
42	1-2,20			92O6	264887.0	208	112112.0	152775.0	12734951.9	7344951.9	847.5	308.5	--	--	--	--	--	--	--	--	--	--	18.6	
43	1-2,21			124G19	138341.0	208	108264.0	30077.0	6651009.6	1446009.6	611.0	90.5	--	--	--	--	--	--	--	--	--	--	24.0	
44	1-2,22			169A7	217410.0	208	115752.0	101658.0	10452403.8	4887403.8	764.5	208.0	--	--	--	--	--	--	--	--	--	--	30.7	
45	1-3,1			83C2	236675.0	208	95264.0	141411.0	11378605.8	6798605.8	679.0	221.0	--	--	--	--	--	--	--	--	--	--	24.8	
46	1-3,2			21C10	157070.0	208	95680.0	61390.0	7551442.3	2951442.3	627.5	167.5	--	--	--	--	--	--	--	--	--	--	33.0	
47	1-3,3			188B1	463457.0	208	93392.0	370065.0	22281586.5	17791586.5	855.0	406.0	--	--	--	--	--	--	--	--	--	--	22.8	
48	1-3,4			181O8	310672.0	208	96720.0	213952.0	14936153.8	10286153.8	1013.0	548.0	--	--	--	--	--	--	--	--	--	--	38.6	
49	1-3,5			emptywell	112638.0	208	93496.0	19142.0	5415288.5	920288.5	493.5	44.0	--	--	--	--	--	--	--	--	--	--	32.1	
50	1-3,6			190C18	290457.0	208	94432.0	196025.0	13964278.8	9424278.8	701.0	247.0	--	--	--	--	--	--	--	--	--	--	101.9	
51	1-3,7			6O2	196600.0	208	93184.0	103416.0	9451923.1	4971923.1	729.5	281.5	--	--	--	--	--	--	--	--	--	--	11.5	
52	1-3,8			104L12	133981.0	208	88920.0	45061.0	6441394.2	2166394.2	563.0	135.5	--	--	--	--	--	--	--	--	--	--	13.7	
53	1-3,9			21D12	258507.0	208	92768.0	165739.0	12428221.2	7968221.2	793.0	347.0	--	--	--	--	--	--	--	--	--	--	31.7	
54	1-3,10			185L14	223239.0	208	97760.0	125479.0	10732644.2	6032644.2	706.5	236.5	--	--	--	--	--	--	--	--	--	--	26.9	
55	1-3,11			126G2	977358.0	208	108784.0	868574.0	46988365.4	41758365.4	1690.5	1167.5	--	--	--	--	--	--	--	--	--	--	37.9	sd.
56	1-3,12			120O13	145930.0	208	95680.0	50250.0	7015865.4	2415865.4	627.5	167.5	--	--	--	--	--	--	--	--	--	--	17.6	
57	1-3,13			31K1	307912.0	208	97968.0	209944.0	14803461.5	10093461.5	1156.5	685.5	--	--	--	--	--	--	--	--	--	--	35.6	
58	1-3,14			105D13	128954.0	208	100776.0	28178.0	6199711.5	1354711.5	546.5	62.0	--	--	--	--	--	--	--	--	--	--	95.5	
59	1-3,15			107O1	179627.0	208	101712.0	77915.0	8635913.5	3745913.5	758.0	269.0	--	--	--	--	--	--	--	--	--	--	1.9	
60	1-3,16			98G13	175478.0	208	105040.0	70438.0	8436442.3	3386442.3	552.0	47.0	--	--	--	--	--	--	--	--	--	--	134.6	
61	1-3,17			117G1	143534.0	208	100880.0	42654.0	6900673.1	2050673.1	624.5	139.5	--	--	--	--	--	--	--	--	--	--	18.2	
62	1-3,18			112L14	142660.0	208	109616.0	33044.0	6858653.8	1588653.8	576.0	49.0	--	--	--	--	--	--	--	--	--	--	127.8	
63	1-3,19			176G1	284097.0	208	108992.0	175105.0	13658509.6	8418509.6	1175.5	651.5	--	--	--	--	--	--	--	--	--	--	12.3	
64	1-3,20			92O12	471738.0	208	107744.0	363994.0	22679711.5	17499711.5	1248.0	730.0	--	--	--	--	--	--	--	--	--	--	8.2	
65	1-3,21			124L6	255156.0	208	101712.0	153444.0	12267115.4	7377115.4	1280.5	791.5	--	--	--	--	--	--	--	--	--	--	34.3	
66	1-3,22			169C16	621772.0	208	117624.0	504148.0	29892884.6	24237884.6	1524.0	958.5	--	--	--	--	--	--	--	--	--	--	37.0	sd.
67	1-4,1			83C7	186053.0	208	99216.0	86837.0	8944855.8	4174855.8	554.0	77.0	--	--	--	--	--	--	--	--	--	--	33.6	
68	1-4,2			196L20	107905.0	208	97032.0	10873.0	5187740.4	522740.4	453.5	-13.0	--	--	--	--	--	--	--	--	--	--	76.4	
69	1-4,3			188D2	147639.0	208	96616.0	51023.0	7098028.8	2453028.8	572.5	108.0	--	--	--	--	--	--	--	--	--	--	67.3	
70	1-4,4			181O14	291635.0	208	95992.0	195643.0	14020913.5	9405913.5	993.0	531.5	--	--	--	--	--	--	--	--	--	--	33.3	
71	1-4,5			emptywell	94294.0	208	88504.0	5790.0	4533365.4	278365.4	420.0	-5.5	--	--	--	--	--	--	--	--	--	--	89.0	
72	1-4,6			164D20	171250.0	208	87568.0	83682.0	8233173.1	4023173.1	530.5	109.5	--	--	--	--	--	--	--	--	--	--	37.6	
73	1-4,7			6P10	316283.0	208	103376.0	212907.0	15205913.5	10235913.5	1030.0	533.0	--	--	--	--	--	--	--	--	--	--	0.6	
74	1-4,8			104L18	111106.0	208	87360.0	23746.0	5341634.6	1141634.6	475.0	55.0	--	--	--	--	--	--	--	--	--	--	20.2	
75	1-4,9			21D7	375189.0	208	86632.0	288557.0	18037932.7	13872932.7	1143.0	726.5	--	--	--	--	--	--	--	--	--	--	11.9	
76	1-4,10			185L20	832783.0	208	95056.0	737727.0	40037644.2	35467644.2	2047.5	1590.5	--	--	--	--	--	--	--	--	--	--	20.2	
77	1-4,11			126H8	121310.0	208	97552.0	23758.0	5832211.5	1142211.5	521.5	52.5	--	--	--	--	--	--	--	--	--	--	25.0	
78	1-4,12			120O19	667026.0	208	96200.0	570826.0	32068557.7	27443557.7	2240.0	1777.5	--	--	--	--	--	--	--	--	--	--	18.7	
79	1-4,13			33K24	441517.0	208	99008.0	342509.0	21226778.8	16466778.8	801.0	325.0	--	--	--	--	--	--	--	--	--	--	15.6	
80	1-4,14			105C19	140954.0	208	104208.0	36746.0	6776634.6	1766634.6	542.5	41.5	--	--	--	--	--	--	--	--	--	--	43.2	
81	1-4,15			107P9	239659.0	208	100880.0	138779.0	11522067.3	6672067.3	674.5	189.5	--	--	--	--	--	--	--	--	--	--	32.9	
82	1-4,16			99H19	181236.0	208	100568.0	80668.0	8713269.2	3878269.2	598.0	114.5	--	--	--	--	--	--	--	--	--	--	13.3	
83	1-4,17			117G7	122173.0	208	100256.0	21917.0	5873701.9	1053701.9	532.5	50.5	--	--	--	--	--	--	--	--	--	--	39.8	
84	1-4,18			112L20	140304.0	208	99320.0	40984.0	6745384.6	1970384.6	590.5	113.0	--	--	--	--	--	--	--	--	--	--	66.4	
85	1-4,19			176H7	277351.0	208	92456.0	184895.0	13334182.7	8889182.7	779.5	335.0	--	--	--	--	--	--	--	--	--	--	71.8	
86	1-4,20			91P23	158844.0	208	101400.0	57444.0	7636730.8	2761730.8	628.0	140.5	--	--	--	--	--	--	--	--	--	--	41.6	
87	1-4,21			124K7	125087.0	208	100984.0	24103.0	6013798.1	1158798.1	567.0	81.5	--	--	--	--	--	--	--	--	--	--	72.1	
88	1-4,22			170E19	355290.0	208	103792.0	251498.0	17081250.0	12091250.0	1033.0	534.0	--	--	--	--	--	--	--	--	--	--	40.3	
89	1-5,1			84F22	140788.0	208	100880.0	39908.0	6768653.8	1918653.8	519.0	34.0	--	--	--	--	--	--	--	--	--	--	65.5	
90	1-5,2			196O4	4064781.0	208	111696.0	3953085.0	195422163.5	190052163.5	7133.5	6596.5	--	--	--	--	--	--	--	--	--	--	27.0	sat. sd.
91	1-5,3			188D20	436969.0	208	99216.0	337753.0	21008125.0	16238125.0	745.0	268.0	--	--	--	--	--	--	--	--	--	--	47.3	
92	1-5,4			111F3	122928.0	208	90896.0	32032.0	5910000.0	1540000.0	519.0	82.0	--	--	--	--	--	--	--	--	--	--	29.9	
93	1-5,5			emptywell	93471.0	208	90688.0	2783.0	4493798.1	133798.1	430.5	-5.5	--	--	--	--	--	--	--	--	--	--	302.9	
94	1-5,6			164K2	252191.0	208	87568.0	164623.0	12124567.3	7914567.3	689.0	268.0	--	--	--	--	--	--	--	--	--	--	65.6	
95	1-5,7			8O18	360492.0	208	90896.0	269596.0	17331346.2	12961346.2	916.5	479.5	--	--	--	--	--	--	--	--	--	--	8.1	
96	1-5,8			103N4	166797.0	208	89960.0	76837.0	8019086.5	3694086.5	705.0	272.5	--	--	--	--	--	--	--	--	--	--	17.4	
97	1-5,9			20D14	367705.0	208	90792.0	276913.0	17678125.0	13313125.0	896.5	460.0	--	--	--	--	--	--	--	--	--	--	10.2	
98	1-5,10			184J1	175381.0	208	94640.0	80741.0	8431778.8	3881778.8	628.0	173.0	--	--	--	--	--	--	--	--	--	--	7.2	
99	1-5,11			126G14	113163.0	208	95472.0	17691.0	5440528.8	850528.8	490.5	31.5	--	--	--	--	--	--	--	--	--	--	52.9	
100	1-5,12			71D2	267695.0	208	98904.0	168791.0	12869951.9	8114951.9	808.0	332.5	--	--	--	--	--	--	--	--	--	--	7.4	
101	1-5,13			31L14	281629.0	208	94744.0	186885.0	13539855.8	8984855.8	768.5	313.0	--	--	--	--	--	--	--	--	--	--	66.4	
102	1-5,14			105H1	143343.0	208	95472.0	47871.0	6891490.4	2301490.4	618.5	159.5	--	--	--	--	--	--	--	--	--	--	17.6	
103	1-5,15			107O13	199656.0	208	100152.0	99504.0	9598846.2	4783846.2	651.0	169.5	--	--	--	--	--	--	--	--	--	--	18.4	
104	1-5,16			101K4	300709.0	208	94120.0	206589.0	14457163.5	9932163.5	898.0	445.5	--	--	--	--	--	--	--	--	--	--	2.5	
105	1-5,17			117F12	125047.0	208	91936.0	33111.0	6011875.0	1591875.0	562.0	120.0	--	--	--	--	--	--	--	--	--	--	12.4	
106	1-5,18			112O9	143043.0	208	91728.0	51315.0	6877067.3	2467067.3	637.0	196.0	--	--	--	--	--	--	--	--	--	--	26.1	
107	1-5,19			177J13	203603.0	208	89752.0	113851.0	9788605.8	5473605.8	857.5	426.0	--	--	--	--	--	--	--	--	--	--	47.1	
108	1-5,20			113C1	140397.0	208	99008.0	41389.0	6749855.8	1989855.8	562.0	86.0	--	--	--	--	--	--	--	--	--	--	14.6	
109	1-5,21			124L19	140825.0	208	94744.0	46081.0	6770432.7	2215432.7	591.0	135.5	--	--	--	--	--	--	--	--	--	--	54.3	
110	1-5,22			169H2	884304.0	208	102856.0	781448.0	42514615.4	37569615.4	3014.0	2519.5	--	--	--	--	--	--	--	--	--	--	12.7	
111	1-6,1			84B24	259007.0	208	96200.0	162807.0	12452259.6	7827259.6	649.0	186.5	--	--	--	--	--	--	--	--	--	--	28.7	
112	1-6,2			196P8	154046.0	208	91312.0	62734.0	7406057.7	3016057.7	627.5	188.5	--	--	--	--	--	--	--	--	--	--	29.6	
113	1-6,3			188E18	240280.0	208	89856.0	150424.0	11551923.1	7231923.1	627.0	195.0	--	--	--	--	--	--	--	--	--	--	86.7	
114	1-6,4			111D4	104200.0	208	89232.0	14968.0	5009615.4	719615.4	471.0	42.0	--	--	--	--	--	--	--	--	--	--	44.6	
115	1-6,5			emptywell	97956.0	208	84344.0	13612.0	4709423.1	654423.1	457.5	52.0	--	--	--	--	--	--	--	--	--	--	38.3	
116	1-6,6			190G12	278311.0	208	87464.0	190847.0	13380336.5	9175336.5	614.5	194.0	--	--	--	--	--	--	--	--	--	--	43.2	
117	1-6,7			6P22	216927.0	208	95056.0	121871.0	10429182.7	5859182.7	624.5	167.5	--	--	--	--	--	--	--	--	--	--	65.1	
118	1-6,8			104P6	123050.0	208	90064.0	32986.0	5915865.4	1585865.4	492.0	59.0	--	--	--	--	--	--	--	--	--	--	100.8	
119	1-6,9			18D19	550857.0	208	89752.0	461105.0	26483509.6	22168509.6	1054.0	622.5	--	--	--	--	--	--	--	--	--	--	18.9	
120	1-6,10			185L19	242695.0	208	92456.0	150239.0	11668028.8	7223028.8	783.0	338.5	--	--	--	--	--	--	--	--	--	--	7.9	
121	1-6,11			126G21	143298.0	208	85176.0	58122.0	6889326.9	2794326.9	528.5	119.0	--	--	--	--	--	--	--	--	--	--	35.3	
122	1-6,12			70D8	223026.0	208	91728.0	131298.0	10722403.8	6312403.8	576.0	135.0	--	--	--	--	--	--	--	--	--	--	86.1	
123	1-6,13			33H16	259938.0	208	94016.0	165922.0	12497019.2	7977019.2	614.0	162.0	--	--	--	--	--	--	--	--	--	--	43.0	
124	1-6,14			105E3	138328.0	208	94952.0	43376.0	6650384.6	2085384.6	564.0	107.5	--	--	--	--	--	--	--	--	--	--	11.6	
125	1-6,15			108P19	219074.0	208	96616.0	122458.0	10532403.8	5887403.8	705.5	241.0	--	--	--	--	--	--	--	--	--	--	6.3	
126	1-6,16			99K10	192857.0	208	100152.0	92705.0	9271971.2	4456971.2	640.0	158.5	--	--	--	--	--	--	--	--	--	--	29.9	
127	1-6,17			116C17	126681.0	208	93600.0	33081.0	6090432.7	1590432.7	560.0	110.0	--	--	--	--	--	--	--	--	--	--	17.4	
128	1-6,18			112O8	145551.0	208	96200.0	49351.0	6997644.2	2372644.2	630.0	167.5	--	--	--	--	--	--	--	--	--	--	32.0	
129	1-6,19			177J19	151155.0	208	96928.0	54227.0	7267067.3	2607067.3	572.0	106.0	--	--	--	--	--	--	--	--	--	--	80.4	
130	1-6,20			114E14	140082.0	208	93288.0	46794.0	6734711.5	2249711.5	550.5	102.0	--	--	--	--	--	--	--	--	--	--	73.3	
131	1-6,21			124L24	117625.0	208	98800.0	18825.0	5655048.1	905048.1	516.5	41.5	--	--	--	--	--	--	--	--	--	--	62.0	
132	1-6,22			169H9	412600.0	208	102336.0	310264.0	19836538.5	14916538.5	1692.5	1200.5	--	--	--	--	--	--	--	--	--	--	74.4	
133	1-7,1			83G2	378118.0	208	98800.0	279318.0	18178750.0	13428750.0	932.0	457.0	--	--	--	--	--	--	--	--	--	--	14.0	
134	1-7,2			196P14	136000.0	208	87672.0	48328.0	6538461.5	2323461.5	519.5	98.0	--	--	--	--	--	--	--	--	--	--	12.8	
135	1-7,3			189A13	151181.0	208	86840.0	64341.0	7268317.3	3093317.3	550.5	133.0	--	--	--	--	--	--	--	--	--	--	24.2	
136	1-7,4			110D14	105892.0	208	80808.0	25084.0	5090961.5	1205961.5	466.0	77.5	--	--	--	--	--	--	--	--	--	--	33.6	
137	1-7,5			emptywell	110858.0	208	86736.0	24122.0	5329711.5	1159711.5	484.0	67.0	--	--	--	--	--	--	--	--	--	--	61.0	
138	1-7,6			190G11	181001.0	208	89232.0	91769.0	8701971.2	4411971.2	533.0	104.0	--	--	--	--	--	--	--	--	--	--	46.8	
139	1-7,7			131C7	199977.0	208	92144.0	107833.0	9614278.8	5184278.8	588.0	145.0	--	--	--	--	--	--	--	--	--	--	27.7	
140	1-7,8			104P12	107496.0	208	91624.0	15872.0	5168076.9	763076.9	474.0	33.5	--	--	--	--	--	--	--	--	--	--	58.6	
141	1-7,9			19H3	410671.0	208	89232.0	321439.0	19743798.1	15453798.1	1396.5	967.5	--	--	--	--	--	--	--	--	--	--	19.5	
142	1-7,10			184O13	293208.0	208	89440.0	203768.0	14096538.5	9796538.5	781.0	351.0	--	--	--	--	--	--	--	--	--	--	1.5	
143	1-7,11			126L2	130472.0	208	88400.0	42072.0	6272692.3	2022692.3	559.5	134.5	--	--	--	--	--	--	--	--	--	--	34.5	
144	1-7,12			71B1	176592.0	208	92456.0	84136.0	8490000.0	4045000.0	573.0	128.5	--	--	--	--	--	--	--	--	--	--	44.0	
145	1-7,13			33O2	119431.0	208	93392.0	26039.0	5741875.0	1251875.0	530.5	81.5	--	--	--	--	--	--	--	--	--	--	39.9	
146	1-7,14			105G24	119663.0	208	93912.0	25751.0	5753028.8	1238028.8	546.5	95.0	--	--	--	--	--	--	--	--	--	--	40.3	
147	1-7,15			48A2	610335.0	208	104624.0	505711.0	29343028.8	24313028.8	1184.5	681.5	--	--	--	--	--	--	--	--	--	--	5.6	sat. 
148	1-7,16			99K16	181662.0	208	99840.0	81822.0	8733750.0	3933750.0	585.0	105.0	--	--	--	--	--	--	--	--	--	--	24.2	
149	1-7,17			116H2	126589.0	208	97864.0	28725.0	6086009.6	1381009.6	521.0	50.5	--	--	--	--	--	--	--	--	--	--	48.0	
150	1-7,18			112O14	266717.0	208	98072.0	168645.0	12822932.7	8107932.7	911.5	440.0	--	--	--	--	--	--	--	--	--	--	8.0	
151	1-7,19			176L2	2233503.0	208	107744.0	2125759.0	107379951.9	102199951.9	9522.5	9004.5	--	--	--	--	--	--	--	--	--	--	24.5	
152	1-7,20			113C13	123769.0	208	91728.0	32041.0	5950432.7	1540432.7	537.0	96.0	--	--	--	--	--	--	--	--	--	--	56.4	
153	1-7,21			124P7	158872.0	208	102544.0	56328.0	7638076.9	2708076.9	676.0	183.0	--	--	--	--	--	--	--	--	--	--	13.4	
154	1-7,22			169D11	220368.0	208	103168.0	117200.0	10594615.4	5634615.4	772.0	276.0	--	--	--	--	--	--	--	--	--	--	35.0	
155	1-8,1			82H7	172184.0	208	93808.0	78376.0	8278076.9	3768076.9	621.5	170.5	--	--	--	--	--	--	--	--	--	--	0.1	
156	1-8,2			196O22	279348.0	208	90064.0	189284.0	13430192.3	9100192.3	973.5	540.5	--	--	--	--	--	--	--	--	--	--	17.3	
157	1-8,3			189E23	286779.0	208	92144.0	194635.0	13787451.9	9357451.9	639.0	196.0	--	--	--	--	--	--	--	--	--	--	51.0	
158	1-8,4			110D20	108248.0	208	86424.0	21824.0	5204230.8	1049230.8	476.0	60.5	--	--	--	--	--	--	--	--	--	--	26.9	
159	1-8,5			emptywell	109839.0	208	88504.0	21335.0	5280721.2	1025721.2	492.5	67.0	--	--	--	--	--	--	--	--	--	--	32.2	
160	1-8,6			164G20	145486.0	208	87360.0	58126.0	6994519.2	2794519.2	516.5	96.5	--	--	--	--	--	--	--	--	--	--	13.1	
161	1-8,7			131C13	102235.0	208	85592.0	16643.0	4915144.2	800144.2	462.5	51.0	--	--	--	--	--	--	--	--	--	--	48.6	
162	1-8,8			104K20	156805.0	208	85072.0	71733.0	7538701.9	3448701.9	550.5	141.5	--	--	--	--	--	--	--	--	--	--	15.8	
163	1-8,9			20H15	308789.0	208	84344.0	224445.0	14845625.0	10790625.0	979.0	573.5	--	--	--	--	--	--	--	--	--	--	8.6	
164	1-8,10			184O20	1566620.0	208	86944.0	1479676.0	75318269.2	71138269.2	5439.5	5021.5	--	--	--	--	--	--	--	--	--	--	14.9	
165	1-8,11			126K8	396570.0	208	88816.0	307754.0	19065865.4	14795865.4	568.0	141.0	--	--	--	--	--	--	--	--	--	--	54.9	sat. 
166	1-8,12			72B19	188432.0	208	84448.0	103984.0	9059230.8	4999230.8	537.5	131.5	--	--	--	--	--	--	--	--	--	--	2.5	
167	1-8,13			33L4	456433.0	208	91104.0	365329.0	21943894.2	17563894.2	1473.0	1035.0	--	--	--	--	--	--	--	--	--	--	23.0	
168	1-8,14			105H19	111646.0	208	93288.0	18358.0	5367596.2	882596.2	489.5	41.0	--	--	--	--	--	--	--	--	--	--	22.4	
169	1-8,15			46D7	813845.0	208	94120.0	719725.0	39127163.5	34602163.5	915.5	463.0	--	--	--	--	--	--	--	--	--	--	36.7	sd.
170	1-8,16			99K22	163968.0	208	93288.0	70680.0	7883076.9	3398076.9	530.0	81.5	--	--	--	--	--	--	--	--	--	--	49.3	
171	1-8,17			117G8	118574.0	208	89648.0	28926.0	5700673.1	1390673.1	528.0	97.0	--	--	--	--	--	--	--	--	--	--	75.9	
172	1-8,18			112O20	182231.0	208	86944.0	95287.0	8761105.8	4581105.8	753.0	335.0	--	--	--	--	--	--	--	--	--	--	10.5	
173	1-8,19			176K4	362502.0	208	92352.0	270150.0	17427980.8	12987980.8	1885.5	1441.5	--	--	--	--	--	--	--	--	--	--	12.4	
174	1-8,20			113C19	123057.0	208	84864.0	38193.0	5916201.9	1836201.9	521.0	113.0	--	--	--	--	--	--	--	--	--	--	57.4	
175	1-8,21			124O7	242284.0	208	91936.0	150348.0	11648269.2	7228269.2	754.0	312.0	--	--	--	--	--	--	--	--	--	--	21.1	
176	1-8,22			169H21	214686.0	208	96408.0	118278.0	10321442.3	5686442.3	701.0	237.5	--	--	--	--	--	--	--	--	--	--	12.6	
177	1-9,1			84H3	221999.0	208	95368.0	126631.0	10673028.8	6088028.8	620.0	161.5	--	--	--	--	--	--	--	--	--	--	16.0	
178	1-9,2			145F4	221634.0	208	90584.0	131050.0	10655480.8	6300480.8	685.5	250.0	--	--	--	--	--	--	--	--	--	--	23.4	
179	1-9,3			189M5	283975.0	208	96096.0	187879.0	13652644.2	9032644.2	642.5	180.5	--	--	--	--	--	--	--	--	--	--	4.3	
180	1-9,4			111J3	146190.0	208	91728.0	54462.0	7028365.4	2618365.4	545.5	104.5	--	--	--	--	--	--	--	--	--	--	46.1	
181	1-9,5			emptywell	109427.0	208	86736.0	22691.0	5260913.5	1090913.5	462.5	45.5	--	--	--	--	--	--	--	--	--	--	31.0	
182	1-9,6			164K1	279522.0	208	87776.0	191746.0	13438557.7	9218557.7	1336.5	914.5	--	--	--	--	--	--	--	--	--	--	2.6	
