HEADER	SPOT	GRID	TOP	LEFT	BOT	RIGHT	ROW	COL	CH1I	CH1B	CH1AB	CH2I	CH2B	CH2AB	SPIX	BGPIX	EDGE	RAT2	MRAT	REGR	CORR	LFRAT	CH1GTB1	CH2GTB1	CH1GTB2	CH2GTB2	CH1EDGEA	CH2EDGEA	FLAG	CH1KSD	CH1KSP	CH2KSD	CH2KSP
SPOT	36	1	71	334	88	351	2	12	126	51	53	227	177	177	225	381	0	0.6667	0.9255	0.6203	0.525	1.357	0.6311	0.5867	0.4667	0.3378	0.004633	-0.001217	0	0.3348	1.698E-14	0.2043	1.154E-05
SPOT	37	1	71	351	88	368	2	13	556	52	54	484	170	173	225	381	0	0.623	0.7722	0.5934	0.8695	0.6461	0.7556	0.6489	0.5378	0.44	0.0015	-0.007358	0	0.4008	1.342E-20	0.3404	5.616E-15
SPOT	38	1	71	369	88	386	2	14	1477	51	55	2130	163	170	225	381	0	1.379	1.383	1.216	0.8833	1.434	0.7467	0.6622	0.5644	0.4978	-0.00126	-0.00163	0	0.414	6.045E-22	0.3929	8.239E-20
SPOT	39	1	71	386	88	403	2	15	128	50	54	245	166	171	225	381	0	1.013	1.158	0.6829	0.4829	1.975	0.6756	0.6356	0.4667	0.3867	0.004228	0.0004888	0	0.3475	1.377E-15	0.2493	3.157E-08
SPOT	40	1	71	404	88	421	2	16	65	52	58	181	161	167	225	416	0	1.538	2.764	-0.002132	-0.0009859	50.94	0.5733	0.56	0.2444	0.24	-0.002014	-0.002716	0	0.09737	1.182E-01	0.08287	2.572E-01
SPOT	41	1	71	422	88	439	2	17	72	51	58	170	155	162	225	370	0	0.7143	3.037	-0.04682	-0.02923	566.4	0.5689	0.5333	0.3289	0.2222	0.006003	-0.009	0	0.1351	1.079E-02	0.05868	7.084E-01
SPOT	42	1	71	439	88	456	2	18	173	52	70	193	142	155	225	356	0	0.4215	0.5144	0.2392	0.3943	0.3492	0.6756	0.6489	0.5022	0.3689	-0.0003478	0.003727	0	0.362	1.815E-16	0.192	6.176E-05
SPOT	43	1	71	457	88	474	2	19	131	56	73	233	143	160	225	345	0	1.2	1.278	0.4632	0.4022	1.444	0.68	0.7378	0.4444	0.5333	-0.004849	-0.002136	0	0.3165	1.534E-12	0.3038	1.388E-11
SPOT	44	1	71	474	88	491	2	20	263	59	83	405	166	177	225	345	0	1.172	1.32	0.9885	0.8294	1.239	0.7067	0.6978	0.5111	0.4889	-0.007098	-0.00148	0	0.3434	1.103E-14	0.3345	5.904E-14
SPOT	45	1	71	492	88	509	2	21	114	59	79	231	182	194	225	345	0	0.8909	1.256	0.6866	0.4523	2.263	0.6844	0.5822	0.4578	0.3422	0.002183	0.003222	0	0.2939	7.158E-11	0.1646	1.055E-03
SPOT	46	1	71	509	88	526	2	22	230	63	83	239	178	192	225	345	0	0.3653	0.5541	0.2233	0.4319	0.2844	0.6533	0.6311	0.4444	0.3156	-0.0002875	0.004469	0	0.3268	2.450E-13	0.1681	7.643E-04
SPOT	47	1	71	527	88	544	2	23	259	62	105	324	167	180	225	370	0	0.797	0.8232	0.5446	0.7624	0.6474	0.6533	0.7289	0.4622	0.52	-0.01258	0.00472	0	0.3108	2.008E-12	0.3199	3.869E-13
SPOT	48	1	71	545	88	562	2	24	588	56	75	315	166	175	225	756	0	0.2801	0.3632	0.2276	0.7813	0.2352	0.7511	0.7022	0.5111	0.4711	-0.0211	0.005156	0	0.3637	9.732E-21	0.3228	1.994E-16
SPOT	49	1	89	140	106	157	3	1	67	42	44	150	147	159	225	771	0	0.12	2.389	0.3299	0.2756	1.872	0.6267	0.4578	0.2889	0.2	-0.001553	-0.003422	0	0.1523	5.267E-04	0.06373	4.665E-01
SPOT	50	1	89	158	106	175	3	2	91	41	44	192	143	156	225	391	0	0.98	1.231	0.5957	0.4067	2.288	0.7244	0.64	0.4622	0.3333	-0.002102	0.002162	0	0.2975	1.205E-11	0.161	1.039E-03
SPOT	51	1	89	176	106	193	3	3	80	41	45	218	149	156	225	345	0	1.769	2.262	0.8754	0.4051	4.301	0.7156	0.6844	0.4622	0.3644	0.004527	0.01374	0	0.281	5.687E-10	0.2102	9.034E-06
SPOT	52	1	89	193	106	210	3	4	115	43	47	213	152	156	225	345	0	0.8472	1.442	0.6931	0.5656	1.427	0.6844	0.5911	0.4311	0.3556	0.001123	0.008085	0	0.2879	1.889E-10	0.1786	2.792E-04
SPOT	53	1	89	211	106	228	3	5	264	42	46	244	155	159	225	345	0	0.4009	0.6059	0.3175	0.685	0.3545	0.72	0.6311	0.4978	0.4222	0.007108	-0.003728	0	0.3341	6.344E-14	0.247	8.434E-08
SPOT	54	1	89	228	106	245	3	6	80	48	52	173	153	167	225	345	0	0.625	1.162	0.4154	0.2438	4.656	0.6889	0.5378	0.4267	0.2178	0.008736	0.002184	0	0.2665	5.179E-09	0.08116	3.182E-01
SPOT	55	1	89	246	106	263	3	7	108	53	58	245	163	178	225	345	0	1.491	2.038	1.4	0.7124	2.441	0.7289	0.6133	0.5022	0.4133	-0.001551	-0.003165	0	0.3252	3.244E-13	0.2077	1.210E-05
SPOT	56	1	89	263	106	280	3	8	186	56	61	222	173	185	225	345	0	0.3769	0.578	0.2454	0.4332	0.3338	0.6889	0.6089	0.4933	0.3422	-0.008638	-0.0002759	0	0.3285	1.784E-13	0.1758	3.646E-04
SPOT	57	1	89	281	106	298	3	9	209	55	60	259	153	169	225	381	0	0.6883	1.273	0.4965	0.7783	0.568	0.6222	0.6444	0.4178	0.4178	-0.004245	-0.006573	0	0.2657	2.742E-09	0.2069	8.409E-06
SPOT	58	1	89	299	106	316	3	10	115	55	58	206	145	160	225	345	0	1.017	2.118	0.3882	0.5619	0.5347	0.5289	0.6267	0.2533	0.3511	0.005146	0.002027	0	0.1401	8.464E-03	0.1604	1.550E-03
SPOT	59	1	89	316	106	333	3	11	699	56	58	222	163	172	225	345	0	0.09176	0.1738	0.08031	0.5585	0.08156	0.7511	0.5911	0.5333	0.4	-0.003623	0.002361	0	0.4214	6.640E-22	0.2207	2.583E-06
SPOT	60	1	89	334	106	351	3	12	217	52	54	223	170	173	225	345	0	0.3212	0.5621	0.2574	0.5486	0.3017	0.6311	0.5911	0.4178	0.3378	-0.001473	-0.003805	0	0.3279	1.983E-13	0.1973	3.926E-05
SPOT	61	1	89	351	106	368	3	13	60	48	52	165	164	171	225	345	0	0.08333	1.68	0.02031	0.008789	31.71	0.5378	0.4622	0.2889	0.1733	0.002798	-0.0006321	0	0.154	2.709E-03	0.05372	8.165E-01
SPOT	62	1	89	369	106	386	3	14	109	50	54	219	155	165	225	345	0	1.085	1.269	0.5091	0.4059	1.7	0.6889	0.6622	0.48	0.3733	0.0009614	-0.004181	0	0.3057	1.000E-11	0.1994	3.104E-05
SPOT	63	1	89	386	106	403	3	15	61	51	56	164	158	164	225	345	0	0.6	2.913	0.01063	0.00368	126.6	0.5733	0.4578	0.2578	0.1911	-0.003959	-0.002693	0	0.1065	8.513E-02	0.07961	3.407E-01
SPOT	64	1	89	404	106	421	3	16	130	51	56	278	154	163	225	370	0	1.57	1.65	1.365	0.7062	2.39	0.7156	0.6756	0.4889	0.4311	0.00332	0.0007326	0	0.3701	1.948E-17	0.261	6.964E-09
SPOT	65	1	89	422	106	439	3	17	162	50	53	252	143	151	225	345	0	0.9732	1.182	0.7413	0.685	1.119	0.68	0.6889	0.4667	0.4667	-0.0009186	0.006459	0	0.3465	6.089E-15	0.2995	2.836E-11
SPOT	66	1	88	439	105	456	3	18	194	50	52	221	136	147	225	355	0	0.5903	0.7045	0.4046	0.6266	0.5172	0.6756	0.7156	0.4667	0.4267	-0.0009149	0.00311	0	0.3603	2.709E-16	0.2474	6.578E-08
SPOT	67	1	88	457	105	474	3	19	189	53	56	260	139	158	225	345	0	0.8897	1.074	0.5709	0.7416	0.7063	0.6533	0.7244	0.4489	0.4889	0.003059	0.001324	0	0.3179	1.208E-12	0.2591	1.517E-08
SPOT	68	1	88	474	105	491	3	20	278	54	60	286	158	169	225	345	0	0.5714	0.6732	0.4912	0.7696	0.5658	0.72	0.6667	0.4889	0.48	-0.00444	0.01182	0	0.3455	7.335E-15	0.2539	3.197E-08
SPOT	69	1	88	492	105	509	3	21	184	57	65	261	175	185	225	345	0	0.6772	0.9106	0.6169	0.7042	0.827	0.6667	0.6267	0.4889	0.4178	-0.003896	-0.001117	0	0.3208	7.216E-13	0.241	1.903E-07
SPOT	70	1	88	509	105	526	3	22	263	63	70	294	172	184	225	345	0	0.61	0.7032	0.5157	0.7667	0.6051	0.7378	0.7244	0.5289	0.4711	-0.001941	0.005331	0	0.3975	1.567E-19	0.3011	2.190E-11
SPOT	71	1	88	527	105	544	3	23	935	62	74	748	170	177	225	356	0	0.6621	0.7114	0.6149	0.9158	0.6488	0.7022	0.6978	0.4978	0.4578	-0.009657	0.001243	0	0.3632	1.417E-16	0.3289	1.151E-13
SPOT	72	1	88	544	105	561	3	24	180	57	66	273	169	176	225	720	0	0.8455	1.053	0.6923	0.7159	0.959	0.7378	0.6444	0.4978	0.4489	-0.003812	0.003084	0	0.3225	3.230E-16	0.2633	5.916E-11
SPOT	73	1	107	140	124	157	4	1	171	41	43	283	145	154	225	756	0	1.062	1.4	0.9774	0.8108	1.262	0.7244	0.6844	0.4489	0.4711	0.002246	0.001899	0	0.3338	1.549E-17	0.2849	6.915E-13
SPOT	74	1	106	158	123	175	4	2	107	42	43	207	152	161	225	381	0	0.8462	1.29	0.8403	0.6086	1.668	0.6889	0.5956	0.4622	0.3556	0.0006093	-0.001572	0	0.3394	6.855E-15	0.1509	2.775E-03
SPOT	75	1	106	176	123	193	4	3	2125	44	46	1364	147	159	225	345	0	0.5848	0.7001	0.5539	0.9468	0.5693	0.7511	0.7511	0.6	0.56	-0.006523	0.0006268	0	0.4721	2.248E-27	0.3934	3.830E-19
SPOT	76	1	106	193	123	210	4	4	194	46	50	322	150	159	225	345	0	1.162	1.391	1.158	0.8333	1.48	0.7022	0.6578	0.48	0.4489	0.004796	-0.002583	0	0.3418	1.481E-14	0.2908	1.184E-10
SPOT	77	1	106	211	123	228	4	5	172	48	52	227	157	164	225	345	0	0.5645	0.8396	0.5075	0.6933	0.644	0.6933	0.6133	0.44	0.3378	0.001409	0.01178	0	0.2914	1.078E-10	0.2058	1.512E-05
SPOT	78	1	106	228	123	245	4	6	280	50	53	240	162	170	225	345	0	0.3391	0.6239	0.3178	0.7606	0.3415	0.64	0.5911	0.4	0.3244	-0.001177	-0.005301	0	0.2609	1.179E-08	0.1731	4.742E-04
SPOT	79	1	106	246	123	263	4	7	134	52	57	225	166	176	225	345	0	0.7195	1.211	0.6219	0.5369	1.322	0.6978	0.5867	0.5022	0.36	-0.004625	-0.003133	0	0.3416	1.537E-14	0.1664	8.987E-04
SPOT	80	1	106	263	123	280	4	8	136	56	61	215	157	172	225	345	0	0.725	1.025	0.541	0.5594	0.9527	0.7111	0.6311	0.4444	0.3111	0.000942	-0.007742	0	0.2819	4.887E-10	0.148	4.483E-03
SPOT	81	1	106	281	123	298	4	9	143	57	62	220	154	166	225	371	0	0.7674	1.067	0.4428	0.734	0.5156	0.5733	0.6667	0.3022	0.3244	-0.003778	0.01026	0	0.1707	4.758E-04	0.1789	2.090E-04
SPOT	82	1	106	299	123	316	4	10	149	53	58	231	155	168	225	345	0	0.7917	1.003	0.7181	0.707	1.02	0.6711	0.6267	0.4578	0.4044	0.001817	-0.006236	0	0.3086	6.093E-12	0.2083	1.132E-05
SPOT	83	1	106	316	123	333	4	11	152	54	58	214	160	175	225	355	0	0.551	0.8168	0.3764	0.5373	0.5389	0.6178	0.6178	0.4178	0.3244	0.001976	0.000717	0	0.2724	1.685E-09	0.1416	7.073E-03
SPOT	84	1	106	334	123	351	4	12	256	51	56	234	167	176	225	345	0	0.3268	0.4552	0.3008	0.4359	0.4687	0.8667	0.6711	0.7689	0.3822	-0.009269	0.002513	0	0.645	0.000E+00	0.2214	2.349E-06
SPOT	85	1	106	351	123	368	4	13	95	49	54	185	152	166	225	345	0	0.7174	1.103	0.3386	0.3739	0.7864	0.6133	0.6178	0.3378	0.2533	0.007043	-0.006111	0	0.1735	4.568E-04	0.1362	1.140E-02
SPOT	86	1	106	369	123	386	4	14	317	49	54	308	152	160	225	345	0	0.5821	0.6975	0.4307	0.7497	0.4913	0.7244	0.6978	0.56	0.5067	0.001943	0.003858	0	0.3857	2.048E-18	0.3337	6.817E-14
SPOT	87	1	106	386	123	403	4	15	131	51	54	244	165	169	225	345	0	0.9875	1.022	0.7004	0.6005	1.3	0.6178	0.6622	0.4533	0.3733	-0.001763	0.0003425	0	0.3246	3.603E-13	0.2276	1.084E-06
SPOT	88	1	106	404	123	421	4	16	311	51	55	309	158	168	225	356	0	0.5808	0.8313	0.6117	0.8738	0.667	0.6978	0.5689	0.48	0.3644	0.001549	-0.001227	0	0.3172	9.751E-13	0.2257	1.168E-06
SPOT	89	1	106	421	123	438	4	17	68	51	54	172	154	158	225	355	0	1.059	2.6	0.2746	0.19	3.756	0.5822	0.5289	0.28	0.2489	0.004399	0.00658	0	0.1362	1.078E-02	0.111	6.212E-02
SPOT	90	1	106	439	123	456	4	18	57	51	54	176	148	161	225	395	0	4.667	3	0.3096	0.1422	9.565	0.4444	0.5778	0.1956	0.2978	0.004862	0.00602	0	0.09485	1.433E-01	0.1036	8.637E-02
SPOT	91	1	106	457	123	474	4	19	136	51	54	268	152	168	225	381	0	1.365	1.432	1.107	0.7216	1.792	0.6178	0.6667	0.4356	0.44	-0.004309	-0.0003754	0	0.3241	1.306E-13	0.2421	8.748E-08
SPOT	92	1	106	474	123	491	4	20	193	52	56	474	161	181	225	381	0	2.22	2.274	2.067	0.8455	2.767	0.7689	0.68	0.5111	0.48	0.00264	-0.004961	0	0.3721	8.303E-18	0.3148	7.285E-13
SPOT	93	1	106	492	123	509	4	21	194	54	60	214	164	179	225	381	0	0.3571	0.6087	0.2561	0.465	0.3325	0.7244	0.5778	0.4889	0.3244	-0.003064	0.003903	0	0.3194	3.084E-13	0.1398	7.049E-03
SPOT	94	1	106	509	123	526	4	22	254	56	62	208	159	168	225	381	0	0.2475	0.4268	0.2375	0.7059	0.2527	0.5867	0.5333	0.3244	0.2844	0.003128	-0.005214	0	0.2085	6.960E-06	0.1459	4.238E-03
SPOT	95	1	106	527	123	544	4	23	217	56	61	251	162	170	225	381	0	0.5528	1.442	0.4066	0.7746	0.449	0.6178	0.5333	0.2978	0.32	-0.005267	-0.001465	0	0.1566	1.666E-03	0.1653	7.405E-04
SPOT	96	1	106	544	123	561	4	24	210	56	60	240	172	179	225	746	0	0.4416	1.192	0.3619	0.7562	0.3974	0.6133	0.5378	0.3556	0.2978	-0.00789	-0.005234	0	0.2123	2.532E-07	0.1647	1.404E-04
SPOT	97	1	124	140	141	157	5	1	319	39	41	224	149	157	225	766	0	0.2679	0.4531	0.2447	0.675	0.2631	0.7956	0.6311	0.5244	0.4044	0.002978	-0.005188	0	0.4118	1.542E-26	0.2176	1.017E-07
SPOT	98	1	124	158	141	175	5	2	199	43	44	218	156	163	225	396	0	0.3974	0.6247	0.404	0.6298	0.5114	0.6533	0.6044	0.4578	0.3378	0.002567	0.002457	0	0.3716	5.217E-18	0.184	9.736E-05
SPOT	99	1	124	176	141	193	5	3	44	44	47	152	149	161	225	381	0	0	4.5	0.03394	0.007393	112	0.4444	0.4622	0.1022	0.1911	0.001153	-2.211E-5	0	0.08024	3.097E-01	0.08042	3.072E-01
SPOT	100	1	124	193	141	210	5	4	572	48	78	600	158	189	225	391	0	0.8435	0.7899	0.7067	0.6492	1.142	0.88	0.8	0.7422	0.6978	0.04215	0.007884	0	0.6301	0.000E+00	0.5405	1.874E-37
SPOT	101	1	124	211	141	228	5	5	371	51	81	246	160	192	225	381	0	0.2687	0.3921	0.2523	0.6732	0.2733	0.7511	0.6489	0.5289	0.3956	-0.005319	0.0003514	0	0.3651	3.636E-17	0.2224	1.233E-06
SPOT	102	1	124	228	141	245	5	6	101	49	53	285	151	164	225	381	0	2.577	2.911	1.826	0.6724	3.729	0.6133	0.6533	0.44	0.44	0.003323	0.0004292	0	0.2869	9.209E-11	0.2643	3.398E-09
SPOT	103	1	124	246	141	263	5	7	128	51	57	198	147	162	225	381	0	0.6623	1.125	0.4343	0.451	0.9257	0.7244	0.6356	0.48	0.3778	0.001689	-0.002491	0	0.3097	1.810E-12	0.1767	2.396E-04
SPOT	104	1	124	263	141	280	5	8	350	58	62	439	157	166	225	381	0	0.9658	1.099	0.8634	0.9049	0.9503	0.7556	0.6933	0.5467	0.5156	0.00393	0.0007724	0	0.3944	5.896E-20	0.3548	3.140E-16
SPOT	105	1	124	281	141	298	5	9	170	60	65	310	158	166	225	391	0	1.382	1.663	1	0.6261	2.012	0.9289	0.7867	0.6889	0.5689	-4.944E-5	-0.0001152	0	0.5407	1.750E-37	0.3941	4.126E-20
SPOT	106	1	124	298	141	315	5	10	115	57	60	203	155	166	225	381	0	0.8276	1.288	0.7215	0.5296	1.784	0.6978	0.6222	0.44	0.3244	-0.004282	0.008526	0	0.3007	8.849E-12	0.1393	7.333E-03
SPOT	107	1	124	316	141	333	5	11	1147	51	55	2144	155	164	225	406	0	1.815	1.75	1.679	0.9275	1.885	0.88	0.8978	0.8089	0.7911	0.001765	0.008268	0	0.7265	0.000E+00	0.7111	0.000E+00
SPOT	108	1	124	334	141	351	5	12	317	48	53	328	154	167	225	381	0	0.6468	0.7048	0.5175	0.6184	0.7522	0.8533	0.8311	0.7778	0.6756	-0.0005027	-0.001276	0	0.68	0.000E+00	0.4811	1.746E-29
SPOT	109	1	124	351	141	368	5	13	50	48	52	158	149	160	225	381	0	4.5	2.404	-0.2582	-0.08742	0.02363	0.4667	0.4978	0.1689	0.2222	0.0008396	0.009724	0	0.08717	2.220E-01	0.03993	9.753E-01
SPOT	110	1	124	369	141	386	5	14	391	48	52	247	149	161	225	381	0	0.2857	0.3556	0.2502	0.7336	0.2638	0.6444	0.64	0.4756	0.4489	-0.0001891	0.003301	0	0.376	3.557E-18	0.2556	1.252E-08
SPOT	111	1	124	386	141	403	5	15	111	48	52	200	160	169	225	381	0	0.6349	1.094	0.4717	0.5855	0.7029	0.5822	0.5689	0.3422	0.2489	-0.001562	-0.00614	0	0.2275	6.344E-07	0.0968	1.332E-01
SPOT	112	1	124	404	141	421	5	16	91	49	53	199	158	165	225	381	0	0.9762	1.429	0.384	0.2936	2.189	0.6444	0.6133	0.3822	0.3022	-0.002734	0.004667	0	0.2331	2.996E-07	0.1394	7.271E-03
SPOT	113	1	124	421	141	438	5	17	94	49	54	193	157	162	225	381	0	0.8	1.646	0.7861	0.446	2.989	0.7022	0.5333	0.4444	0.2667	0.004458	0.004397	0	0.2614	5.256E-09	0.1197	3.188E-02
SPOT	114	1	124	439	141	456	5	18	216	50	56	337	155	165	225	406	0	1.096	1.097	0.8898	0.6197	1.774	0.8178	0.8489	0.7289	0.6711	-0.00847	0.01182	0	0.6494	0.000E+00	0.4934	1.068E-31
