HEADER	SPOT	GRID	TOP	LEFT	BOT	RIGHT	ROW	COL	CH1I	CH1B	CH1AB	CH2I	CH2B	CH2AB	SPIX	BGPIX	EDGE	RAT2	MRAT	REGR	CORR	LFRAT	CH1GTB1	CH2GTB1	CH1GTB2	CH2GTB2	CH1EDGEA	CH2EDGEA	FLAG	CH1KSD	CH1KSP	CH2KSD	CH2KSP
SPOT	21	1	54	516	68	530	1	21	4692	177	191	3120	667	681	156	958	0	0.5433	0.6261	0	0	1.592	0.8974	0.8333	0.7372	0.6282	-0.01763	0.002422	0	0.63	0.000E+00	0.575	8.182E-40
SPOT	22	1	54	533	68	547	1	22	1204	175	187	1671	695	708	156	964	0	0.9485	1.035	0.8728	0.8559	1.024	0.9231	0.7756	0.7756	0.5449	0.01373	-0.009717	0	0.6802	0.000E+00	0.4947	1.309E-29
SPOT	23	1	54	551	68	565	1	23	2952	175	185	1698	742	768	156	980	0	0.3443	0.3799	0.2726	0.8339	0.2814	0.8718	0.8269	0.6795	0.5897	0.0007386	-0.001923	0	0.6069	1.962E-44	0.5265	1.491E-33
SPOT	24	1	54	568	68	582	1	24	3271	173	180	2059	769	798	156	1195	0	0.4164	0.4484	0.342	0.8501	0.3565	0.8782	0.8718	0.6667	0.5897	0.01152	-0.002019	0	0.6042	4.204E-45	0.5403	3.427E-36
SPOT	25	1	69	163	83	177	2	1	337	200	203	1407	1257	1266	156	985	0	1.095	1.963	1.795	0.5563	5.409	0.7244	0.5	0.4295	0.109	0.002746	0.003608	1	0.3869	2.498E-18	0.09339	1.809E-01
SPOT	26	1	69	181	83	195	2	2	356	199	206	1444	1206	1224	156	700	0	1.516	1.711	1.104	0.573	2.763	0.7308	0.6923	0.4936	0.1218	0.0006715	0.00341	1	0.4391	2.784E-22	0.2295	2.141E-06
SPOT	27	1	69	199	83	213	2	3	241	203	219	1102	1206	1232	156	689	0	-2.737	2.682	-0.04702	-0.01151	323.4	0.6859	0.3397	0.1795	0.02564	-0.006863	-0.00579	1	0.2039	3.985E-05	0.1978	7.595E-05
SPOT	28	1	69	216	83	230	2	4	613	214	237	2278	1302	1344	156	695	0	2.446	3.283	3.084	0.8501	4.175	0.9551	0.5641	0.7244	0.2564	0.02692	0.006749	1	0.6375	0.000E+00	0.2327	1.474E-06
SPOT	29	1	70	234	84	248	2	5	301	216	235	1168	1342	1373	156	701	0	-2.047	3.651	-0.1131	-0.02566	0.003365	0.8526	0.2692	0.3397	0.02564	-0.01058	0.002792	1	0.4219	1.309E-20	0.3164	8.858E-12
SPOT	30	1	70	251	84	265	2	6	188	202	208	897	1247	1257	156	689	0	0	7.261	-0.1219	-0.02965	117.2	0.3526	0.08333	0.03846	0	0.003362	-0.004126	1	0.1867	2.285E-04	0.5301	3.418E-32
SPOT	31	1	70	269	84	283	2	7	276	203	212	1061	1205	1230	156	714	0	-1.973	3.637	-0.7818	-0.2874	0.1062	0.6923	0.2692	0.359	0.00641	0.005537	-0.003045	1	0.34	1.421E-13	0.2485	1.888E-07
SPOT	32	1	70	287	84	301	2	8	766	213	219	1073	1199	1219	156	703	0	-0.2278	0.726	0.01959	0.02786	0.039	0.7244	0.3077	0.5192	0.07051	-0.0009002	0.004044	0	0.4687	2.372E-25	0.2774	3.746E-09
SPOT	33	1	70	304	84	318	2	9	1962	205	212	3488	1071	1096	156	710	0	1.376	1.464	1.175	0.8788	1.391	0.7436	0.8269	0.5705	0.5897	-0.005671	0.01081	0	0.5428	6.471E-34	0.5404	1.272E-33
SPOT	34	1	70	322	84	336	2	10	248	197	204	946	992	1023	156	721	0	-0.902	3.741	-0.1996	-0.05676	0.007819	0.7179	0.3397	0.2628	0.0641	0.00198	-0.001482	1	0.2495	1.613E-07	0.1844	2.654E-04
SPOT	35	1	70	339	84	353	2	11	241	197	204	1175	1006	1037	156	695	0	3.841	2.782	-0.2426	-0.06195	0.005687	0.6987	0.7628	0.2308	0.1026	-0.003756	-0.004288	1	0.2406	5.576E-07	0.2768	4.256E-09
SPOT	36	1	70	357	84	371	2	12	233	195	202	786	879	939	156	709	0	-2.447	1.38	0.3257	0.1379	12.18	0.6538	0.2821	0.2308	0	-0.006551	-0.0002913	0	0.1955	9.092E-05	0.2281	2.441E-06
SPOT	37	1	70	375	84	389	2	13	824	199	205	1342	870	905	156	689	0	0.7552	0.922	0.7008	0.7986	0.8501	0.7436	0.6603	0.5449	0.4551	0.003139	0.004907	0	0.4948	4.222E-28	0.3645	1.902E-15
SPOT	38	1	71	392	85	406	2	14	1489	200	207	7071	939	977	156	689	0	4.757	4.699	0	0	0.2637	0.7628	0.8462	0.5192	0.5897	0.009746	0.004571	0	0.4756	5.433E-26	0.5313	2.447E-32
SPOT	39	1	71	410	85	424	2	15	247	192	198	948	891	934	156	713	0	1.036	2.125	-0.3736	-0.105	0.02328	0.7179	0.5513	0.2885	0.1026	0.0007217	-0.009525	1	0.3257	1.725E-12	0.07	5.425E-01
SPOT	40	1	71	428	85	442	2	16	204	185	192	804	765	810	156	693	0	2.053	2.828	1.528	0.4317	7.427	0.4551	0.4167	0.141	0.08974	-0.005979	0.001796	1	0.09796	1.640E-01	0.1103	8.410E-02
SPOT	41	1	71	445	85	459	2	17	202	178	187	701	719	737	156	709	0	-0.75	2.179	0.4324	0.2064	7.937	0.5385	0.4167	0.1603	0.05769	-0.00478	0.002854	0	0.06435	6.508E-01	0.1359	1.599E-02
SPOT	42	1	71	463	85	477	2	18	433	179	187	806	740	756	156	715	0	0.2598	0.8136	0.1163	0.1444	0.3178	0.7692	0.5449	0.5705	0.08333	-0.0006405	0.00442	0	0.4772	2.467E-26	0.1296	2.452E-02
SPOT	43	1	71	480	85	494	2	19	291	180	190	719	751	775	156	709	0	-0.2883	1.205	-0.4178	-0.2495	0.2108	0.7564	0.3654	0.4808	0.04487	0.001435	-0.003223	0	0.3818	5.501E-17	0.192	1.293E-04
SPOT	44	1	71	498	85	512	2	20	577	185	201	1404	732	762	156	719	0	1.714	1.819	1.351	0.7436	2.162	0.7179	0.6731	0.5321	0.5128	0.000694	0.009188	0	0.4485	2.457E-23	0.4533	7.937E-24
SPOT	45	1	71	516	85	530	2	21	342	188	208	859	715	732	156	689	0	0.9351	1.353	0.9624	0.6381	1.861	0.7821	0.6346	0.5064	0.2115	0.003856	-0.002522	0	0.3631	2.504E-15	0.2258	3.444E-06
SPOT	46	1	71	533	85	547	2	22	406	182	192	702	702	717	156	695	0	0	0.4163	0.07168	0.1092	0.138	0.7308	0.4744	0.5385	0.03205	-0.005533	0.005393	0	0.4363	5.604E-22	0.07059	5.346E-01
SPOT	47	1	72	551	86	565	2	23	412	174	178	931	699	709	156	693	0	0.9748	1.093	0.6348	0.5681	1.217	0.8077	0.7436	0.5192	0.3333	-0.003652	-0.003128	0	0.4791	2.134E-26	0.3805	8.213E-17
SPOT	48	1	72	568	86	582	2	24	914	168	176	880	700	719	156	988	0	0.2413	0.311	0.186	0.5871	0.2	0.8333	0.75	0.5962	0.2308	0.004261	0.002161	0	0.5202	8.279E-33	0.2952	7.480E-11
SPOT	49	1	87	163	101	177	3	1	245	205	209	1079	1254	1259	156	988	0	-4.375	1.655	0.5107	0.2963	4.033	0.4808	0.2628	0.141	0.02564	0.0001481	0.001021	1	0.09548	1.622E-01	0.2817	6.389E-10
SPOT	50	1	87	181	101	195	3	2	255	195	206	1185	1180	1194	156	711	0	0.08333	3.929	1.227	0.3042	12.36	0.7051	0.4038	0.2628	0.0641	0.004498	-0.001956	1	0.2831	1.547E-09	0.1474	6.773E-03
SPOT	51	1	87	198	101	212	3	3	263	195	204	1203	1147	1162	156	710	0	0.8235	2.678	0.8809	0.4782	3.046	0.6538	0.5	0.2756	0.08974	-0.002086	-0.001861	1	0.2447	3.134E-07	0.1111	7.932E-02
SPOT	52	1	87	216	101	230	3	4	275	196	205	1218	1157	1207	156	733	0	0.7722	1.546	0.1161	0.05258	25.4	0.6603	0.5833	0.3718	0.05128	-0.004183	-0.001935	1	0.3064	3.721E-11	0.1047	1.114E-01
SPOT	53	1	87	234	101	248	3	5	621	198	207	1461	1177	1234	156	698	0	0.6714	0.7851	0.553	0.6766	0.7455	0.7628	0.7179	0.5064	0.1795	0.004308	0.001907	1	0.4306	1.980E-21	0.2271	2.855E-06
SPOT	54	1	87	251	101	265	3	6	220	202	208	947	1136	1164	156	685	0	-10.5	4.2	0.5024	0.1252	27.38	0.5449	0.1987	0.141	0.02564	-0.001288	-0.006652	1	0.09989	1.493E-01	0.3284	1.320E-12
SPOT	55	1	87	269	101	283	3	7	282	215	219	1518	1202	1207	156	710	0	4.716	4.841	3.908	0.7038	7.724	0.6795	0.6474	0.2628	0.2436	0.005146	0.004547	1	0.2589	4.805E-08	0.2505	1.472E-07
SPOT	56	1	87	287	101	301	3	8	353	218	224	1165	1202	1214	156	689	0	-0.2741	1.702	-0.3342	-0.2155	0.2101	0.6923	0.4103	0.4295	0.03205	-0.000576	0.001186	1	0.3926	7.544E-18	0.1277	2.864E-02
SPOT	57	1	88	304	102	318	3	9	283	204	213	1251	1001	1041	156	700	0	3.165	3.743	2.075	0.4945	7.957	0.7692	0.6154	0.3205	0.2692	-0.002238	-0.00529	1	0.3401	1.530E-13	0.2388	6.867E-07
SPOT	58	1	88	322	102	336	3	10	216	194	200	861	892	928	156	693	0	-1.409	2.625	1.558	0.4665	6.511	0.5192	0.359	0.1154	0.07051	-0.001772	-0.002267	1	0.07282	4.944E-01	0.1844	2.832E-04
SPOT	59	1	88	339	102	353	3	11	1752	197	206	918	949	983	156	698	0	-0.01994	0.9677	-0.04673	-0.3223	21.24	0.8205	0.4103	0.5705	0.05128	0.01316	-0.0002956	0	0.5083	1.061E-29	0.1196	4.781E-02
SPOT	60	1	88	357	102	371	3	12	529	198	210	1152	959	995	156	735	0	0.5831	0.7635	0.2236	0.221	1.068	0.75	0.6603	0.4679	0.1538	-0.003988	0.0197	1	0.4174	2.381E-20	0.198	6.608E-05
SPOT	61	1	88	375	102	389	3	13	226	198	205	861	856	909	156	712	0	0.1786	2.889	0.8553	0.2743	9.694	0.5769	0.4551	0.1474	0.07692	-0.005831	-0.004077	0	0.09914	1.525E-01	0.09288	2.088E-01
SPOT	62	1	88	392	102	406	3	14	300	196	201	1003	811	864	156	705	0	1.846	1.675	0.6785	0.4227	2.616	0.5962	0.7051	0.3333	0.2051	-0.001349	-0.0001701	0	0.2842	1.356E-09	0.2489	1.849E-07
SPOT	63	1	88	410	102	424	3	15	213	192	194	806	768	821	156	698	0	1.81	3.406	2.034	0.6378	4.661	0.4551	0.4038	0.1154	0.08333	0.003032	-0.006401	1	0.08401	3.159E-01	0.1419	1.045E-02
SPOT	64	1	88	427	102	441	3	16	314	181	188	1079	731	760	156	685	0	2.617	2.281	1.444	0.6904	2.672	0.7179	0.8205	0.4231	0.4295	-0.0006498	0.0007373	1	0.3636	2.354E-15	0.4241	9.841E-21
SPOT	65	1	88	445	102	459	3	17	416	177	184	951	722	741	156	709	0	0.9582	0.9673	0.6748	0.6346	1.107	0.7372	0.7372	0.5	0.3462	0.003519	0.00162	0	0.4303	1.848E-21	0.3538	1.190E-14
SPOT	66	1	89	463	103	477	3	18	461	177	184	815	717	735	156	693	0	0.3451	0.5943	0.1337	0.1926	0.25	0.7564	0.6218	0.4872	0.1603	0.00763	0.003535	0	0.4098	2.001E-19	0.1536	4.289E-03
SPOT	67	1	89	480	103	494	3	19	436	180	188	1189	719	743	156	689	0	1.836	2.18	1.575	0.8292	2.129	0.7308	0.6795	0.4295	0.3654	-0.004244	-0.001196	0	0.3446	7.567E-14	0.3189	6.340E-12
SPOT	68	1	89	498	103	512	3	20	602	183	195	914	699	726	156	711	0	0.5131	0.5695	0.462	0.7543	0.5337	0.7372	0.7115	0.5321	0.3205	-0.003613	0.003401	0	0.4667	3.463E-25	0.3045	5.758E-11
SPOT	69	1	89	515	103	529	3	21	252	195	216	712	691	729	156	710	0	0.3684	1.145	0.3111	0.1797	5.678	0.5769	0.4679	0.3462	0.08333	0.02628	0.00143	0	0.2174	8.458E-06	0.08407	3.133E-01
SPOT	70	1	89	533	103	547	3	22	385	190	208	683	684	715	156	733	0	-0.005128	0.5642	0.02253	0.02783	0.09694	0.7885	0.4615	0.5769	0.02564	-0.00747	-0.001174	0	0.4458	3.841E-23	0.09134	2.222E-01
SPOT	71	1	89	551	103	565	3	23	1189	171	178	2124	665	687	156	698	0	1.433	1.49	1.304	0.902	1.502	0.7692	0.7372	0.5192	0.4872	0.002557	0.002437	0	0.4629	1.052E-24	0.4366	5.066E-22
SPOT	72	1	89	568	103	582	3	24	249	166	171	762	669	687	156	985	0	1.12	1.536	0.5024	0.3217	3.19	0.7179	0.6154	0.4038	0.1667	0.003209	-0.001529	0	0.3125	4.200E-12	0.155	2.670E-03
SPOT	73	1	104	163	118	177	4	1	468	208	213	1694	1277	1282	156	985	0	1.604	1.781	1.443	0.818	1.981	0.7564	0.7756	0.4872	0.3333	0.0004199	0.0009502	0	0.4536	4.984E-25	0.4069	3.127E-20
SPOT	74	1	104	181	118	195	4	2	292	197	202	1254	1148	1162	156	689	0	1.116	1.593	0.4098	0.1871	9.054	0.6859	0.5962	0.4103	0.08333	-0.003742	0.00445	1	0.3545	1.245E-14	0.1618	2.191E-03
SPOT	75	1	105	198	119	212	4	3	5460	187	191	7512	1067	1081	156	689	0	1.222	1.321	0	0	1.723	0.8782	0.8333	0.6282	0.5449	0.002959	0.0006834	0	0.5803	1.711E-38	0.5432	8.892E-34
SPOT	76	1	105	216	119	230	4	4	364	187	193	1304	1026	1043	156	713	0	1.571	1.819	1.248	0.6645	2.445	0.6859	0.7308	0.4487	0.2244	-0.006294	0.002868	0	0.3912	7.822E-18	0.3044	5.755E-11
SPOT	77	1	105	234	119	248	4	5	499	189	197	1105	1043	1061	156	693	0	0.2	0.476	0.3609	0.546	0.4944	0.7179	0.5321	0.4295	0.09615	0.002352	0.0009774	0	0.3742	2.866E-16	0.09515	1.888E-01
SPOT	78	1	105	251	119	265	4	6	511	196	201	1223	1018	1039	156	709	0	0.6508	1.041	1.107	0.915	1.232	0.6026	0.4038	0.3077	0.2051	0.001666	-0.001282	1	0.2386	6.813E-07	0.1711	9.412E-04
SPOT	79	1	105	269	119	283	4	7	311	213	277	1311	1085	1271	156	723	0	2.306	3.301	1.198	0.4832	4.451	0.7244	0.641	0.359	0.2115	-0.001415	0.0001439	1	0.3559	7.240E-15	0.19	1.532E-04
SPOT	80	1	105	286	119	300	4	8	274	216	284	1150	1124	1314	156	709	0	0.4483	2.273	0.8155	0.2582	10.74	0.6731	0.5064	0.2564	0.07051	-0.007321	-0.01072	1	0.1955	9.092E-05	0.03762	9.926E-01
SPOT	81	1	105	304	119	318	4	9	224	201	208	926	934	970	156	719	0	-0.3478	3.955	2.695	0.7422	4.696	0.4231	0.2821	0.1731	0.1218	-0.004655	-0.002365	1	0.1058	1.063E-01	0.2261	2.991E-06
SPOT	82	1	105	322	119	336	4	10	274	197	200	922	888	910	156	669	0	0.4416	1.718	0.2931	0.1596	6.664	0.6795	0.5064	0.3333	0.01923	-0.005054	0.005242	1	0.3009	1.322E-10	0.09219	2.213E-01
SPOT	83	1	105	339	119	353	4	11	381	204	209	1025	963	992	156	653	0	0.3503	0.8135	0.4745	0.4618	1.067	0.7051	0.5449	0.391	0.08333	-0.0009608	0.001824	1	0.3654	2.276E-15	0.07812	4.113E-01
SPOT	84	1	106	357	120	371	4	12	489	200	210	1204	926	963	156	682	0	0.9619	1.148	1.182	0.5761	3.049	0.9167	0.7628	0.7436	0.2244	0.01432	-0.01979	1	0.6868	0.000E+00	0.3096	3.057E-11
SPOT	85	1	106	374	120	388	4	13	304	193	201	925	824	871	156	689	0	0.9099	1.441	1.237	0.718	2.06	0.5577	0.4487	0.2628	0.1346	-0.003132	-0.00397	1	0.2057	3.284E-05	0.08406	3.166E-01
SPOT	86	1	106	392	120	406	4	14	1082	196	199	2372	771	798	156	714	0	1.807	1.907	1.621	0.9326	1.802	0.7372	0.7885	0.5128	0.5256	0.007236	0.0007758	0	0.472	9.049E-26	0.4708	1.213E-25
SPOT	87	1	106	410	120	424	4	15	342	194	196	965	732	763	156	703	0	1.574	1.587	0.8588	0.5091	2.525	0.6795	0.7115	0.4487	0.3462	-0.008427	-0.002681	0	0.4054	4.488E-19	0.3096	2.689E-11
SPOT	88	1	106	427	120	441	4	16	1231	184	191	1300	724	749	156	710	0	0.5501	0.6685	0.5145	0.9261	0.5333	0.6859	0.6474	0.4038	0.3141	0.01018	-0.003171	0	0.3655	1.305E-15	0.2717	8.099E-09
SPOT	89	1	106	445	120	459	4	17	235	182	188	795	728	741	156	733	0	1.264	2.179	1.446	0.648	3.033	0.6154	0.4615	0.1987	0.141	-0.003339	0.004965	1	0.1567	3.135E-03	0.1122	7.269E-02
SPOT	90	1	106	463	120	477	4	18	200	182	186	726	704	717	156	698	0	1.222	3.082	0.6853	0.3414	4.38	0.4359	0.4615	0.141	0.07692	-0.002983	0.002203	1	0.119	4.959E-02	0.1157	6.079E-02
SPOT	91	1	106	480	120	494	4	19	352	183	186	967	699	715	156	695	0	1.586	1.479	1.125	0.7003	1.921	0.7051	0.7628	0.4872	0.3718	0.006661	0.005265	0	0.4178	3.414E-20	0.3682	9.015E-16
SPOT	92	1	106	498	120	512	4	20	438	182	190	4788	685	704	156	689	0	16.03	15.23	0	0	0.4918	0.8013	0.8526	0.5769	0.5577	0.007892	0.007181	0	0.4885	2.112E-27	0.5485	1.960E-34
SPOT	93	1	107	515	121	529	4	21	366	190	206	701	688	722	156	689	0	0.07386	0.6119	-0.08427	-0.1075	5.047	0.6154	0.4551	0.4167	0.07692	-0.0002843	0.005282	0	0.3164	9.650E-12	0.06047	7.280E-01
SPOT	94	1	107	533	121	547	4	22	513	184	199	949	666	697	156	713	0	0.8602	1.189	0.856	0.8742	0.9771	0.641	0.5449	0.2885	0.2372	0.002287	0.002663	0	0.2223	4.765E-06	0.1875	2.007E-04
SPOT	95	1	107	551	121	565	4	23	224	172	178	817	646	662	156	693	0	3.288	3.703	2.425	0.7443	4.129	0.6346	0.609	0.2179	0.2308	-0.003952	-0.001326	1	0.1946	1.039E-04	0.2071	2.803E-05
SPOT	96	1	107	568	121	582	4	24	247	171	176	909	671	684	156	999	0	3.132	3.328	2.267	0.5913	6.139	0.6795	0.641	0.3269	0.2564	-0.005995	0.002874	1	0.2467	1.026E-07	0.2184	3.828E-06
SPOT	97	1	122	163	136	177	5	1	914	212	217	1720	1312	1323	156	1009	0	0.5812	0.5749	0.2369	0.2316	1.104	0.7115	0.7115	0.5321	0.1731	-0.002579	0.004032	0	0.4929	1.401E-29	0.3102	5.658E-12
SPOT	98	1	122	181	136	195	5	2	478	201	207	1237	1225	1237	156	712	0	0.04332	1.031	0.1257	0.08778	8.026	0.7692	0.4231	0.5064	0.03205	-0.00384	0.003667	0	0.4555	5.122E-24	0.1096	8.618E-02
SPOT	99	1	122	198	136	212	5	3	202	187	192	946	1109	1118	156	695	0	-10.87	2.395	1.108	0.3246	9.247	0.4808	0.2692	0.109	0.01923	-0.005227	-0.0006256	1	0.08086	3.615E-01	0.2561	7.535E-08
SPOT	100	1	122	216	136	230	5	4	495	184	195	1037	962	977	156	698	0	0.2412	0.8244	1.747	0.8694	2.193	0.9423	0.3397	0.7628	0.09615	0.01841	0.006999	1	0.6579	0.000E+00	0.2181	8.173E-06
SPOT	101	1	122	233	136	247	5	5	1308	187	199	1339	985	986	156	685	0	0.3158	0.3064	0.1522	0.2263	0.2639	0.9295	0.8205	0.8205	0.3141	0.01968	-0.003594	0	0.7753	0.000E+00	0.4069	3.990E-19
SPOT	102	1	122	251	136	265	5	6	273	191	200	1496	962	983	156	709	0	6.512	4.846	3.312	0.6532	7.401	0.7115	0.859	0.3974	0.4167	0.009168	0.005114	0	0.3405	1.346E-13	0.4296	2.143E-21
SPOT	103	1	123	269	137	283	5	7	343	207	277	1109	1014	1215	156	693	0	0.6985	1.486	1.239	0.3953	7.203	0.7115	0.4167	0.4551	0.141	0.002438	-0.003283	1	0.3708	5.529E-16	0.09466	1.935E-01
SPOT	104	1	123	286	137	300	5	8	797	216	284	2235	1090	1290	156	689	0	1.971	1.99	1.818	0.8691	2.292	0.75	0.7308	0.5064	0.4808	-0.0002992	0.003819	0	0.4588	3.241E-24	0.4284	3.590E-21
SPOT	105	1	123	304	137	318	5	9	311	206	211	1152	996	1006	156	723	0	1.486	1.559	0.8058	0.2788	9.028	0.6859	0.5962	0.4231	0.1346	-0.003714	0.009247	1	0.3737	2.408E-16	0.1253	3.247E-02
SPOT	106	1	123	322	137	336	5	10	282	206	211	1117	953	970	156	681	0	2.158	4.309	1.494	0.3597	10.8	0.7308	0.6026	0.3077	0.1282	0.0004124	0.000328	1	0.3321	7.226E-13	0.1365	1.585E-02
SPOT	107	1	122	338	138	354	5	11	2276	206	212	5704	935	961	208	667	0	2.304	2.321	0	0	0.1677	0.8654	0.9375	0.7163	0.7692	0.01933	-0.002934	0	0.6743	0.000E+00	0.7372	0.000E+00
SPOT	108	1	123	357	137	371	5	12	1074	200	207	1338	813	858	156	668	0	0.6007	0.602	0.4863	0.626	0.6719	0.9423	0.9038	0.8526	0.641	0.04425	-0.006627	0	0.816	0.000E+00	0.6099	3.070E-42
SPOT	109	1	123	374	137	388	5	13	257	190	198	870	769	794	156	685	0	1.507	2.349	1.291	0.7663	1.93	0.4744	0.4744	0.1538	0.09615	-0.004616	-0.003992	1	0.07641	4.337E-01	0.05739	7.852E-01
SPOT	110	1	123	392	137	406	5	14	1299	195	202	1250	791	817	156	710	0	0.4158	0.3084	0.1964	0.3091	0.3005	0.7692	0.7949	0.5897	0.3782	0.0138	0.001919	0	0.5528	3.675E-35	0.3965	2.693E-18
SPOT	111	1	123	410	137	424	5	15	297	195	203	854	794	820	156	689	0	0.5882	1.152	0.8074	0.633	1.468	0.5641	0.4872	0.2821	0.1538	0.00141	0.005889	0	0.2138	1.356E-05	0.09869	1.584E-01
SPOT	112	1	124	427	138	441	5	16	226	189	196	768	768	795	156	700	0	0	1.921	0.0411	0.02063	24.8	0.6218	0.4936	0.2628	0.02564	-0.00444	0.003862	0	0.1736	7.647E-04	0.09945	1.512E-01
SPOT	113	1	124	445	138	459	5	17	272	188	193	959	746	766	156	701	0	2.536	3.355	3.061	0.5475	9.88	0.7308	0.5192	0.391	0.1282	-0.01246	0.00222	1	0.3168	8.338E-12	0.1031	1.243E-01
