HEADER	SPOT	GRID	TOP	LEFT	BOT	RIGHT	ROW	COL	CH1I	CH1B	CH1AB	CH2I	CH2B	CH2AB	SPIX	BGPIX	EDGE	RAT2	MRAT	REGR	CORR	LFRAT	CH1GTB1	CH2GTB1	CH1GTB2	CH2GTB2	CH1EDGEA	CH2EDGEA	FLAG	CH1KSD	CH1KSP	CH2KSD	CH2KSP
SPOT	14	1	60	323	74	337	1	14	2469	198	212	1966	341	357	156	988	0	0.7155	0.7596	0.6233	0.9259	0.6538	0.7821	0.8013	0.6346	0.6667	-0.009289	0.00314	0	0.5351	1.106E-34	0.5827	4.804E-41
SPOT	15	1	60	340	74	354	1	15	2375	186	199	1258	313	329	156	985	0	0.4317	0.4026	0.3689	0.863	0.3846	0.75	0.8013	0.5833	0.6218	0.003638	0.004899	0	0.5344	1.398E-34	0.5604	5.579E-38
SPOT	16	1	60	358	74	372	1	16	2106	182	196	1138	305	317	156	978	0	0.433	0.458	0.3474	0.8701	0.36	0.859	0.8526	0.6346	0.6667	-0.006935	0.00704	0	0.5364	8.329E-35	0.5785	2.040E-40
SPOT	17	1	60	375	74	389	1	17	4178	174	186	3732	304	314	156	964	0	0.8561	0.861	0	0	0.4719	0.8654	0.8462	0.7051	0.6795	0.002916	0.01307	0	0.5913	4.001E-42	0.613	2.803E-45
SPOT	18	1	60	393	74	407	1	18	3465	172	185	2523	304	316	156	958	0	0.6739	0.6665	0.562	0.8635	0.6109	0.8654	0.8205	0.7051	0.6474	-0.0007688	0.000863	0	0.5858	2.559E-41	0.5893	8.444E-42
SPOT	19	1	60	410	74	424	1	19	4716	188	203	2234	320	335	156	955	0	0.4227	0.4553	0	0	1.589	0.8141	0.8269	0.6795	0.6923	0.006855	0.005709	0	0.6146	1.401E-45	0.6199	0.000E+00
SPOT	20	1	59	428	73	442	1	20	972	207	225	929	333	350	156	988	0	0.7791	0.7908	0.6128	0.8642	0.6733	0.7051	0.8333	0.5385	0.6474	-0.003307	0.0001467	0	0.4416	9.224E-24	0.5547	3.106E-37
SPOT	21	1	59	445	73	459	1	21	5195	200	216	2956	315	328	156	999	0	0.5287	0.5539	0	0	0.3439	0.8077	0.8654	0.6731	0.6859	-0.003308	0.01419	0	0.5669	6.169E-39	0.5978	3.013E-43
SPOT	22	1	59	464	73	478	1	22	1940	182	194	1871	291	302	156	1016	0	0.8987	0.9271	0.8097	0.9068	0.8823	0.8974	0.9167	0.8141	0.8013	-0.03055	0.01521	0	0.7649	0.000E+00	0.7009	0.000E+00
SPOT	23	1	59	482	73	496	1	23	4564	168	176	1862	275	284	156	990	0	0.361	0.3518	2.721	2.637	1.012	0.8526	0.8397	0.6923	0.6667	-0.04059	0.0002553	0	0.6329	0.000E+00	0.5818	6.133E-41
SPOT	24	1	59	499	73	513	1	24	3658	155	163	1273	265	276	156	1215	0	0.2878	0.3091	0	0	3.962	0.8654	0.7885	0.7051	0.6346	0.007351	0.007598	0	0.6283	0.000E+00	0.5462	4.875E-37
SPOT	25	1	79	96	93	110	2	1	556	206	216	787	349	372	156	933	0	1.251	1.081	0.9988	0.7466	1.47	0.7564	0.7628	0.5449	0.5321	0.002945	-0.00256	0	0.4401	2.037E-23	0.4411	1.613E-23
SPOT	26	1	79	113	93	127	2	2	571	196	207	844	351	372	156	667	0	1.315	1.232	1.412	0.8417	1.829	0.7692	0.7756	0.5833	0.5641	-0.007033	-0.003043	0	0.4836	1.064E-26	0.4688	4.014E-25
SPOT	27	1	79	131	93	145	2	3	410	192	197	680	346	359	156	649	0	1.532	1.431	1.619	0.8586	2.064	0.7372	0.6923	0.5321	0.3782	-0.009486	-0.004117	0	0.4567	9.585E-24	0.3243	3.518E-12
SPOT	28	1	79	148	93	162	2	4	556	187	193	592	336	345	156	635	0	0.6938	0.5962	0.2734	0.2754	0.9891	0.9423	0.9359	0.8397	0.6282	0.01208	-0.001225	0	0.7796	0.000E+00	0.5775	1.480E-37
SPOT	29	1	79	166	93	180	2	5	523	187	192	527	327	340	156	629	0	0.5952	0.6154	0.5421	0.605	0.8382	0.9231	0.8205	0.8141	0.5	-0.01717	-0.006893	0	0.7455	0.000E+00	0.4764	1.214E-25
SPOT	30	1	79	183	93	197	2	6	293	190	196	444	333	343	156	614	0	1.078	1.242	0.8642	0.8258	1.06	0.6859	0.641	0.3077	0.2885	0.00324	-0.003388	0	0.2379	1.099E-06	0.2336	1.856E-06
SPOT	31	1	78	200	92	214	2	7	462	192	199	546	332	339	156	637	0	0.7926	0.634	0.6067	0.5209	1.332	0.7756	0.75	0.5449	0.4167	0.006713	0.005426	0	0.4601	5.273E-24	0.4062	8.372E-19
SPOT	32	1	78	218	92	232	2	8	1148	197	206	474	339	350	156	651	0	0.142	0.1779	0.08212	0.4323	0.08559	0.7564	0.7564	0.6218	0.3462	0.007557	0.001838	0	0.5237	4.223E-31	0.3795	1.555E-16
SPOT	33	1	78	235	92	249	2	9	2679	193	204	2008	345	356	156	655	0	0.6689	0.6972	0.633	0.9522	0.6522	0.8462	0.8269	0.6795	0.5897	-0.008479	0.0005049	0	0.5647	3.918E-36	0.522	6.217E-31
SPOT	34	1	78	253	92	267	2	10	356	178	190	480	337	344	156	658	0	0.8034	0.66	0.6347	0.4055	2.639	0.7244	0.7179	0.5449	0.3205	-0.0005444	0.0002691	0	0.4227	1.891E-20	0.278	4.358E-09
SPOT	35	1	78	270	92	284	2	11	379	185	193	525	324	334	156	655	0	1.036	1	0.8438	0.7329	1.207	0.7244	0.7051	0.4744	0.4359	0.002567	-0.004406	0	0.3654	2.247E-15	0.3687	1.197E-15
SPOT	36	1	78	288	92	302	2	12	345	189	197	443	344	350	156	639	0	0.6346	0.625	0.3659	0.4998	0.5582	0.6603	0.7051	0.4295	0.2628	0.00423	-0.002965	0	0.3409	2.215E-13	0.2585	7.094E-08
SPOT	37	1	78	305	92	319	2	13	1692	196	204	1149	353	361	156	653	0	0.5321	0.5603	0.455	0.9101	0.4718	0.8269	0.7244	0.6154	0.6026	0.009512	0.0001893	0	0.5389	6.256E-33	0.542	2.666E-33
SPOT	38	1	78	323	92	337	2	14	3236	193	204	4909	337	347	156	676	0	1.502	1.535	-0.5508	-1.129	1.908	0.7756	0.8205	0.5962	0.6154	-0.005502	0.002443	0	0.5306	3.894E-32	0.5567	2.452E-35
SPOT	39	1	78	340	92	354	2	15	396	189	199	523	326	335	156	689	0	0.9517	0.7822	0.8766	0.5802	1.957	0.7692	0.75	0.5192	0.3462	-0.00799	-0.00403	0	0.4118	1.346E-19	0.2949	2.966E-10
SPOT	40	1	78	358	92	372	2	16	280	180	194	408	323	332	156	693	0	0.85	1.385	0.7285	0.7043	1.05	0.6218	0.5641	0.2949	0.1923	-0.001329	0.005057	0	0.1585	2.877E-03	0.1349	1.742E-02
SPOT	41	1	77	375	91	389	2	17	321	176	191	400	321	329	156	685	0	0.5448	0.6246	0.4024	0.676	0.4836	0.6218	0.6154	0.3333	0.2308	0.0008115	0.001557	0	0.1953	9.813E-05	0.2037	4.144E-05
SPOT	42	1	77	393	91	407	2	18	595	174	187	535	325	330	156	689	0	0.4988	0.3762	0.3331	0.3914	0.6736	0.7692	0.7885	0.6346	0.4103	-0.004866	0.003307	0	0.5073	1.638E-29	0.3709	5.575E-16
SPOT	43	1	77	410	91	424	2	19	505	173	183	682	327	335	156	695	0	1.069	0.9035	1.155	0.6488	2.308	0.8526	0.8141	0.6474	0.5321	0.005134	0.008742	0	0.522	2.823E-31	0.4636	9.183E-25
SPOT	44	1	77	428	91	442	2	20	793	178	189	981	337	348	156	714	0	1.047	1.046	0.8936	0.8821	1.017	0.7628	0.7692	0.5962	0.5833	-0.005463	0.002492	0	0.4581	2.640E-24	0.5287	3.201E-32
SPOT	45	1	77	445	91	459	2	21	393	178	190	437	329	337	156	719	0	0.5023	0.6375	0.3307	0.4524	0.5241	0.8141	0.7244	0.5897	0.3397	-0.006016	-0.005326	0	0.4634	6.998E-25	0.308	3.121E-11
SPOT	46	1	77	463	91	477	2	22	520	174	186	391	293	301	156	718	0	0.2832	0.3953	0.2257	0.505	0.2652	0.7372	0.6667	0.5705	0.359	0.0004507	0.001748	0	0.4546	5.801E-24	0.2922	3.777E-10
SPOT	47	1	77	480	91	494	2	23	562	164	174	715	276	284	156	690	0	1.103	1.099	0.9364	0.8938	1.055	0.7821	0.7949	0.5769	0.5256	0.003773	0.009319	0	0.4602	2.261E-24	0.4681	3.338E-25
SPOT	48	1	77	498	91	512	2	24	1166	158	167	591	262	274	156	1005	0	0.3264	0.354	0.2823	0.8196	0.2928	0.8397	0.7564	0.6474	0.5641	0.006422	-0.002876	0	0.5172	1.650E-32	0.4752	1.646E-27
SPOT	49	1	97	96	111	110	3	1	283	208	217	438	354	378	156	958	0	1.12	1.116	0.7274	0.6305	1.246	0.6026	0.6026	0.2436	0.1923	0.01095	0.004097	0	0.1739	4.998E-04	0.1307	1.841E-02
SPOT	50	1	97	113	111	127	3	2	402	199	208	605	356	371	156	689	0	1.227	1.086	0.9542	0.6418	1.816	0.7564	0.6987	0.5	0.3718	-0.002051	0.0008385	0	0.3991	1.964E-18	0.3267	1.727E-12
SPOT	51	1	97	131	111	145	3	3	369	191	199	562	343	349	156	693	0	1.23	1.254	1.106	0.7712	1.584	0.7436	0.7115	0.4167	0.3846	-0.002205	-0.006439	0	0.3161	9.865E-12	0.3225	3.379E-12
SPOT	52	1	96	148	110	162	3	4	411	187	198	546	340	357	156	685	0	0.9196	1.081	0.795	0.7904	1.006	0.6603	0.6603	0.4551	0.3974	-0.01257	0.0086	0	0.3568	8.403E-15	0.307	4.560E-11
SPOT	53	1	96	166	110	180	3	5	843	188	196	736	335	347	156	689	0	0.6122	0.6856	0.5483	0.874	0.5897	0.7628	0.7115	0.5385	0.5064	0.005286	0.002347	0	0.4326	1.390E-21	0.4237	1.022E-20
SPOT	54	1	96	183	110	197	3	6	313	190	196	556	328	340	156	687	0	1.854	1.294	1.349	0.7579	2.076	0.6154	0.7308	0.3654	0.359	-0.001415	-0.004718	0	0.2649	2.344E-08	0.3595	5.051E-15
SPOT	55	1	96	201	110	215	3	7	313	195	204	559	345	356	156	714	0	1.814	1.658	1.219	0.7526	1.852	0.6987	0.7372	0.3397	0.3526	-0.002655	-0.002462	0	0.3002	1.126E-10	0.3427	8.695E-14
SPOT	56	1	96	218	110	232	3	8	499	195	206	483	354	363	156	720	0	0.4243	0.5378	0.3357	0.5505	0.4373	0.75	0.6538	0.5256	0.3462	-0.002574	0.004833	0	0.4014	8.800E-19	0.2874	7.772E-10
SPOT	57	1	96	236	110	250	3	9	263	186	197	448	346	351	156	713	0	1.325	1.321	0.9201	0.728	1.368	0.5962	0.5705	0.2692	0.2821	-0.008059	-0.001493	0	0.1929	1.171E-04	0.2221	4.876E-06
SPOT	58	1	96	253	110	267	3	10	239	178	193	422	333	339	156	699	0	1.459	1.526	0.779	0.5445	1.84	0.5962	0.6282	0.2949	0.2244	0.006771	-0.001372	0	0.1401	1.196E-02	0.2017	4.919E-05
SPOT	59	1	96	271	110	285	3	11	2401	191	200	458	324	334	156	693	0	0.06063	0.07802	0.02364	0.2837	0.0241	0.7628	0.7628	0.5769	0.359	0.003467	-0.007335	0	0.5356	6.950E-33	0.3016	1.020E-10
SPOT	60	1	96	288	110	302	3	12	677	196	205	515	343	354	156	678	0	0.3576	0.3495	0.2052	0.6234	0.2213	0.7564	0.8013	0.5385	0.4744	-0.003707	-0.008643	0	0.4567	6.184E-24	0.392	9.611E-18
SPOT	61	1	95	305	109	319	3	13	254	196	206	417	348	360	156	685	0	1.19	1.17	0.7131	0.4985	1.939	0.5897	0.5641	0.2756	0.1731	0.0009729	0.002807	0	0.1486	6.403E-03	0.1097	8.768E-02
SPOT	62	1	95	323	109	337	3	14	390	189	202	457	332	341	156	688	0	0.6219	0.7694	0.5079	0.6916	0.6521	0.7051	0.641	0.5	0.3654	0.001937	-0.006636	0	0.3607	3.941E-15	0.3033	8.042E-11
SPOT	63	1	95	340	109	354	3	15	241	188	197	399	328	336	156	685	0	1.34	1.382	0.7059	0.5347	1.649	0.6346	0.6538	0.2244	0.1859	-0.002357	3.903E-5	0	0.1694	1.152E-03	0.2001	6.025E-05
SPOT	64	1	95	358	109	372	3	16	411	181	190	612	322	326	156	690	0	1.261	1.312	0.9981	0.7778	1.373	0.7308	0.7308	0.5064	0.4487	-0.00591	-0.007521	0	0.4239	9.710E-21	0.3968	3.169E-18
SPOT	65	1	95	375	109	389	3	17	578	181	193	580	315	322	156	709	0	0.6675	0.6705	0.5047	0.7616	0.5902	0.7244	0.7756	0.5705	0.5064	0.005477	0.000563	0	0.4951	2.790E-28	0.4524	1.102E-23
SPOT	66	1	95	393	109	407	3	18	617	177	189	541	322	330	156	713	0	0.4977	0.4818	0.4107	0.6186	0.5311	0.7756	0.7756	0.609	0.4872	0.0006376	0.000776	0	0.5176	6.708E-31	0.4357	5.142E-22
SPOT	67	1	95	410	109	424	3	19	576	173	181	787	327	339	156	698	0	1.141	1.081	0.9615	0.8329	1.187	0.7179	0.7628	0.5064	0.4615	0.004507	-0.004107	0	0.3892	1.360E-17	0.3806	7.789E-17
SPOT	68	1	95	428	109	442	3	20	775	176	182	679	329	343	156	693	0	0.5843	0.5461	0.5074	0.7845	0.5806	0.7628	0.7692	0.5641	0.5064	-0.002834	-0.005765	0	0.4835	7.055E-27	0.4215	1.584E-20
SPOT	69	1	95	445	109	459	3	21	370	174	183	461	314	326	156	689	0	0.75	0.7842	0.5458	0.6896	0.7135	0.7244	0.7179	0.4936	0.4103	0.004173	-0.003576	0	0.3775	1.562E-16	0.3281	1.348E-12
SPOT	70	1	94	463	108	477	3	22	614	168	177	599	300	314	156	689	0	0.6704	0.6928	0.5665	0.7707	0.6757	0.7885	0.8141	0.6282	0.5513	0.005827	0.002495	0	0.5142	2.621E-30	0.4465	5.764E-23
SPOT	71	1	94	480	108	494	3	23	1768	160	170	2772	293	303	156	685	0	1.542	1.451	1.354	0.9146	1.532	0.7949	0.7821	0.6346	0.5833	0.01039	0.02435	0	0.5071	1.832E-29	0.4999	1.218E-28
SPOT	72	1	94	498	108	512	3	24	370	162	175	472	276	296	156	1019	0	0.9423	0.9519	0.7565	0.6956	1.134	0.7051	0.7436	0.5128	0.4872	0.00738	0.000675	0	0.3745	2.809E-17	0.3998	1.259E-19
SPOT	73	1	114	96	128	110	4	1	754	202	211	1002	380	413	156	955	0	1.127	1.097	0.9394	0.8982	1.052	0.7628	0.8077	0.5769	0.5897	0.0001922	-0.001123	0	0.5073	4.483E-31	0.4649	3.633E-26
SPOT	74	1	114	113	128	127	4	2	401	193	201	576	348	359	156	685	0	1.096	1.086	0.7239	0.6749	1.115	0.7115	0.7949	0.4936	0.4872	-0.00244	-0.006425	0	0.395	4.858E-18	0.4185	3.340E-20
SPOT	75	1	114	131	128	145	4	3	7196	196	205	7262	350	358	156	700	0	0.9874	1.058	0	0	1.064	0.9103	0.8526	0.7308	0.6731	-0.004852	0.003265	0	0.6203	4.764E-44	0.6053	5.800E-42
SPOT	76	1	114	148	128	162	4	4	640	202	236	787	352	387	156	709	0	0.9932	0.9809	0.5219	0.6973	0.6634	0.8333	0.891	0.6282	0.7115	0.002358	0.001763	0	0.4837	5.207E-27	0.6015	1.540E-41
SPOT	77	1	114	166	128	180	4	5	692	190	222	574	340	372	156	723	0	0.4661	0.5351	0.4369	0.8181	0.4746	0.6923	0.609	0.4872	0.4231	-0.004278	-0.008234	0	0.3528	1.285E-14	0.3346	3.460E-13
SPOT	78	1	114	183	128	197	4	6	794	188	193	691	329	342	156	710	0	0.5974	0.6431	0.5585	0.9169	0.5851	0.641	0.6667	0.3718	0.3333	0.006395	-0.008797	0	0.2872	8.444E-10	0.2668	1.614E-08
SPOT	79	1	114	201	128	215	4	7	388	198	205	564	345	358	156	701	0	1.153	1.018	0.8578	0.6909	1.361	0.7115	0.75	0.5064	0.4359	0.002571	-0.001736	0	0.4116	1.233E-19	0.3568	7.370E-15
SPOT	80	1	114	218	128	232	4	8	364	193	206	597	359	368	156	689	0	1.392	1.086	1.315	0.6336	2.857	0.7179	0.7564	0.5192	0.3654	-0.01001	-0.006853	0	0.3817	6.767E-17	0.3376	2.629E-13
SPOT	81	1	114	236	128	250	4	9	238	181	191	401	343	351	156	693	0	1.018	1.143	0.5325	0.3837	2.105	0.6346	0.5513	0.2885	0.1859	-0.006369	0.006029	0	0.1655	1.587E-03	0.1253	3.347E-02
SPOT	82	1	113	253	127	267	4	10	369	174	193	466	338	342	156	685	0	0.6564	0.7166	0.448	0.5572	0.6893	0.7756	0.7179	0.5513	0.3462	0.008149	0.00263	0	0.3913	1.019E-17	0.3431	1.020E-13
SPOT	83	1	113	271	127	285	4	11	507	187	204	570	334	344	156	689	0	0.7375	0.7589	0.64	0.8381	0.7263	0.7564	0.6923	0.5064	0.3974	0.003932	-0.004898	0	0.3584	6.071E-15	0.3358	3.614E-13
SPOT	84	1	113	288	127	302	4	12	710	195	208	639	343	356	156	687	0	0.5748	0.5208	0.4126	0.4899	0.7043	0.9359	0.9231	0.8654	0.6795	-0.008582	0.01054	0	0.7938	0.000E+00	0.6018	2.454E-41
SPOT	85	1	113	306	127	320	4	13	380	191	205	455	341	351	156	714	0	0.6032	0.6681	0.4963	0.8012	0.556	0.5833	0.641	0.3462	0.2436	0.004281	0.005768	0	0.2306	1.782E-06	0.1904	1.507E-04
SPOT	86	1	113	323	127	337	4	14	1225	187	199	1514	329	340	156	720	0	1.142	1.156	1.085	0.9242	1.189	0.8269	0.7692	0.5833	0.5321	0.001006	-0.001403	0	0.4662	3.418E-25	0.4887	1.238E-27
SPOT	87	1	113	341	127	355	4	15	448	195	201	589	335	341	156	713	0	1.004	0.9343	0.7065	0.7402	0.9376	0.7244	0.7628	0.5192	0.5192	-0.006663	0.0004539	0	0.4439	7.730E-23	0.4677	2.611E-25
SPOT	88	1	113	358	127	372	4	16	1629	188	196	1020	327	331	156	687	0	0.4809	0.5528	0.4534	0.937	0.4646	0.7308	0.6731	0.4936	0.3718	0.003809	0.0001563	0	0.3783	1.366E-16	0.3351	4.115E-13
SPOT	89	1	113	375	127	389	4	17	235	183	196	385	324	331	156	689	0	1.173	1.718	0.8382	0.6608	1.427	0.5577	0.4615	0.1923	0.1923	-0.001023	0.001614	0	0.1162	5.941E-02	0.1378	1.431E-02
SPOT	90	1	113	393	127	407	4	18	217	181	194	371	327	332	156	692	0	1.222	2.036	0.793	0.5485	1.918	0.5577	0.5192	0.2179	0.1667	-0.006402	0.001135	0	0.0823	3.409E-01	0.1174	5.510E-02
SPOT	91	1	112	410	126	424	4	19	503	178	187	678	329	339	156	685	0	1.074	0.952	0.8034	0.5967	1.628	0.7308	0.7051	0.5385	0.4744	-0.004004	-0.003185	0	0.4353	8.089E-22	0.4181	3.675E-20
SPOT	92	1	112	428	126	442	4	20	528	176	186	2231	320	337	156	688	0	5.429	4.8	4.369	0.8625	5.807	0.7051	0.8205	0.5256	0.5769	-0.001484	0.008413	0	0.4256	6.755E-21	0.5155	1.876E-30
SPOT	93	1	112	445	126	459	4	21	474	179	189	401	312	322	156	695	0	0.3017	0.3209	0.1858	0.5039	0.2088	0.641	0.6731	0.4744	0.2628	-0.005945	0.0007485	0	0.3673	1.053E-15	0.2689	1.305E-08
SPOT	94	1	112	463	126	477	4	22	669	166	180	566	313	324	156	704	0	0.503	0.6887	0.5041	0.9141	0.5251	0.6859	0.5769	0.4038	0.2949	-0.003524	0.0008457	0	0.2572	6.243E-08	0.2259	3.226E-06
SPOT	95	1	112	480	126	494	4	23	288	160	172	459	305	314	156	719	0	1.203	1.299	0.9239	0.5966	2.022	0.7692	0.7051	0.4872	0.3333	0.004947	0.0006289	0	0.3358	2.882E-13	0.3189	5.211E-12
SPOT	96	1	112	498	126	512	4	24	255	164	178	410	291	310	156	1042	0	1.308	1.506	1.192	0.717	1.982	0.7179	0.6282	0.3718	0.2692	0.0008493	-0.0001612	0	0.2423	1.679E-07	0.2093	1.054E-05
SPOT	97	1	132	96	146	110	5	1	1334	208	218	826	454	469	156	989	0	0.3304	0.3743	0.2834	0.7823	0.2982	0.8077	0.7051	0.5962	0.4936	-0.006994	0.009778	0	0.489	4.921E-29	0.3964	3.116E-19
SPOT	98	1	132	113	146	127	5	2	687	190	198	506	339	353	156	719	0	0.336	0.3534	0.2658	0.7023	0.2859	0.7372	0.7628	0.5321	0.4295	-0.001404	0.006986	0	0.4546	5.699E-24	0.3419	9.736E-14
SPOT	99	1	132	131	146	145	5	3	261	195	204	445	346	355	156	703	0	1.5	1.242	0.3915	0.4686	0.6936	0.5705	0.7308	0.25	0.2436	0.001399	-0.003118	0	0.1341	1.826E-02	0.2548	8.641E-08
SPOT	100	1	132	148	146	162	5	4	3868	206	259	6367	350	398	156	698	0	1.643	1.309	0	0	2.41	0.8782	0.8141	0.7821	0.7179	0.08262	0.02009	0	0.6904	0.000E+00	0.6386	0.000E+00
SPOT	101	1	132	166	146	180	5	5	1518	192	248	745	333	384	156	693	0	0.3107	0.2945	0.2137	0.7061	0.2252	0.9103	0.8974	0.7692	0.7564	-0.01829	0.0008064	0	0.6795	0.000E+00	0.6512	0.000E+00
SPOT	102	1	132	183	146	197	5	6	336	190	195	922	336	344	156	689	0	4.014	3.435	2.738	0.8524	3.655	0.6667	0.7372	0.4744	0.5321	-0.0008204	0.001366	0	0.4023	1.019E-18	0.4621	1.439E-24
SPOT	103	1	131	201	145	215	5	7	400	200	206	485	346	357	156	689	0	0.695	0.7214	0.3849	0.5427	0.552	0.7244	0.7564	0.5	0.3974	-0.0007439	-0.0009103	0	0.4172	4.268E-20	0.3643	1.991E-15
SPOT	104	1	131	218	145	232	5	8	969	191	202	1552	358	363	156	685	0	1.535	1.533	1.423	0.8945	1.674	0.7885	0.7692	0.5769	0.5769	0.003508	0.01593	0	0.516	1.722E-30	0.516	1.722E-30
SPOT	105	1	131	236	145	250	5	9	393	185	197	539	348	355	156	700	0	0.9183	0.8714	0.6175	0.5315	1.323	0.7692	0.75	0.5705	0.4744	0.003375	-0.004776	0	0.4323	1.300E-21	0.4114	1.292E-19
SPOT	106	1	131	253	145	267	5	10	342	188	217	488	354	368	156	709	0	0.8701	0.9131	0.7361	0.5753	1.512	0.7564	0.6667	0.5192	0.2949	-0.003046	0.001585	0	0.3627	2.268E-15	0.2562	6.919E-08
SPOT	107	1	131	271	145	285	5	11	3234	190	222	6783	356	376	156	723	0	2.111	2.106	0	0	0.1679	0.9744	0.9744	0.9231	0.9423	-0.03234	0.0382	0	0.8346	0.000E+00	0.9165	0.000E+00
SPOT	108	1	131	288	145	302	5	12	1133	193	209	656	357	372	156	710	0	0.3181	0.3489	0.2115	0.5306	0.2405	0.9744	0.9103	0.9231	0.7244	-0.01022	0.00837	0	0.8371	0.000E+00	0.6452	0.000E+00
SPOT	109	1	131	306	145	320	5	13	242	201	215	412	365	378	156	701	0	1.146	1.643	0.7213	0.5642	1.547	0.5192	0.4615	0.2051	0.141	-0.001011	0.002368	0	0.08873	2.555E-01	0.09326	2.062E-01
SPOT	110	1	131	323	145	337	5	14	1460	199	212	649	358	372	156	689	0	0.2308	0.2326	0.1675	0.7378	0.1717	0.8013	0.7756	0.5577	0.5705	0.005315	0.01059	0	0.5099	8.100E-30	0.5086	1.152E-29
SPOT	111	1	131	341	145	355	5	15	369	199	207	486	353	358	156	693	0	0.7824	0.9304	0.6182	0.7141	0.8178	0.641	0.6603	0.3397	0.2756	0.004638	0.0002163	0	0.259	5.098E-08	0.264	2.590E-08
SPOT	112	1	130	358	144	372	5	16	301	192	200	398	342	351	156	676	0	0.5138	0.6895	0.3809	0.4764	0.6509	0.6859	0.6218	0.4038	0.1923	-0.006281	0.002965	0	0.2988	1.749E-10	0.1933	1.237E-04
